"","BirthYear","HasSibling","Age","Sex","SingleorDoubleParent","ID","t","EducationStat","FinalRelationshipStat","EmploymentStatus"
"1",1981,"0",16,"1","0",1,1,"8","1","2"
"2",1981,"0",16,"1","0",1,2,"3","2","0"
"3",1981,"0",16,"1","0",1,3,"3","2","2"
"4",1981,"0",16,"1","0",1,4,"3","2","1"
"5",1981,"0",16,"1","0",1,5,"4","4","0"
"6",1981,"0",16,"1","0",1,6,"4","4","2"
"7",1981,"0",16,"1","0",1,7,"4","4","2"
"8",1981,"0",16,"1","0",1,8,"9","2","2"
"9",1981,"0",16,"1","0",1,9,"9","4","2"
"10",1981,"0",16,"1","0",1,10,"4","4","2"
"11",1981,"0",16,"1","0",1,11,"4","4","2"
"12",1981,"0",16,"1","0",1,12,"4","4","2"
"13",1981,"0",16,"1","0",1,13,"4","4","2"
"14",1981,"0",16,"1","0",1,14,"4","4","2"
"15",1981,"0",16,"1","0",1,15,"4","4","2"
"16",1981,"0",16,"1","0",1,16,"4","4","2"
"17",1981,"0",16,"1","0",1,17,"4","4","2"
"18",1981,"0",16,"1","0",1,18,"4","4","2"
"19",1981,"0",16,"1","0",1,19,"4","2","2"
"20",1982,"1",15,"0","1",2,1,"8","0","0"
"21",1982,"1",15,"0","1",2,2,"10","0","0"
"22",1982,"1",15,"0","1",2,3,"10","0","0"
"23",1982,"1",15,"0","1",2,4,"10","1","0"
"24",1982,"1",15,"0","1",2,5,"10","1","0"
"25",1982,"1",15,"0","1",2,6,"10","1","0"
"26",1982,"1",15,"0","1",2,7,"6","1","0"
"27",1982,"1",15,"0","1",2,8,"6","1","2"
"28",1982,"1",15,"0","1",2,9,"6","1","1"
"29",1982,"1",15,"0","1",2,10,"6","1","1"
"30",1982,"1",15,"0","1",2,11,"11","1","2"
"31",1982,"1",15,"0","1",2,12,"11","1","2"
"32",1982,"1",15,"0","1",2,13,"7","1","2"
"33",1982,"1",15,"0","1",2,14,"7","3","2"
"34",1982,"1",15,"0","1",2,15,"7","3","2"
"35",1982,"1",15,"0","1",2,16,"7","3","2"
"36",1982,"1",15,"0","1",2,17,"7","5","2"
"37",1982,"1",15,"0","1",2,18,"7","5","2"
"38",1982,"1",15,"0","1",2,19,"7","5","2"
"39",1982,"0",15,"1","0",3,1,"8","2","0"
"40",1982,"0",15,"1","0",3,2,"3","2","0"
"41",1982,"0",15,"1","0",3,3,"4","2","0"
"42",1982,"0",15,"1","0",3,4,"9","2","0"
"43",1982,"0",15,"1","0",3,5,"9","2","0"
"44",1982,"0",15,"1","0",3,6,"4","2","0"
"45",1982,"0",15,"1","0",3,7,"10","2","0"
"46",1982,"0",15,"1","0",3,8,"4","2","2"
"47",1982,"0",15,"1","0",3,9,"10","2","2"
"48",1982,"0",15,"1","0",3,10,"10","2","2"
"49",1982,"0",15,"1","0",3,11,"10","2","1"
"50",1982,"0",15,"1","0",3,12,"10","2","1"
"51",1982,"0",15,"1","0",3,13,"10","2","0"
"52",1982,"0",15,"1","0",3,14,"6","4","2"
"53",1982,"0",15,"1","0",3,15,"10","2","2"
"54",1982,"0",15,"1","0",3,16,"10","2","2"
"55",1982,"0",15,"1","0",3,17,"10","6","2"
"56",1982,"0",15,"1","0",3,18,"6","6","2"
"57",1982,"0",15,"1","0",3,19,"6","6","2"
"58",1982,"0",15,"0","0",4,1,"8","0","0"
"59",1982,"0",15,"0","0",4,2,"8","0","0"
"60",1982,"0",15,"0","0",4,3,"3","4","1"
"61",1982,"0",15,"0","0",4,4,"10","2","0"
"62",1982,"0",15,"0","0",4,5,"10","2","0"
"63",1982,"0",15,"0","0",4,6,"9","2","0"
"64",1982,"0",15,"0","0",4,7,"9","2","0"
"65",1982,"0",15,"0","0",4,8,"9","2","0"
"66",1982,"0",15,"0","0",4,9,"9","2","0"
"67",1982,"0",15,"0","0",4,10,"5","2","1"
"68",1982,"0",15,"0","0",4,11,"10","2","0"
"69",1982,"0",15,"0","0",4,12,"5","4","0"
"70",1982,"0",15,"0","0",4,13,"5","4","0"
"71",1982,"0",15,"0","0",4,14,"5","4","0"
"72",1982,"0",15,"0","0",4,15,"5","4","0"
"73",1982,"0",15,"0","0",4,16,"5","2","0"
"74",1982,"0",15,"0","0",4,17,"5","2","2"
"75",1982,"0",15,"0","0",4,18,"10","2","2"
"76",1982,"0",15,"0","0",4,19,"10","2","2"
"77",1983,"0",14,"1","0",5,1,"8","1","1"
"78",1983,"0",14,"1","0",5,2,"8","1","2"
"79",1983,"0",14,"1","0",5,3,"3","5","0"
"80",1983,"0",14,"1","0",5,4,"4","5","0"
"81",1983,"0",14,"1","0",5,5,"9","6","2"
"82",1983,"0",14,"1","0",5,6,"9","6","2"
"83",1983,"0",14,"1","0",5,7,"9","6","2"
"84",1983,"0",14,"1","0",5,8,"5","6","2"
"85",1983,"0",14,"1","0",5,9,"10","6","2"
"86",1983,"0",14,"1","0",5,10,"10","6","2"
"87",1983,"0",14,"1","0",5,11,"10","6","2"
"88",1983,"0",14,"1","0",5,12,"10","8","2"
"89",1983,"0",14,"1","0",5,13,"6","8","2"
"90",1983,"0",14,"1","0",5,14,"6","8","2"
"91",1983,"0",14,"1","0",5,15,"6","8","2"
"92",1983,"0",14,"1","0",5,16,"10","8","2"
"93",1983,"0",14,"1","0",5,17,"10","8","0"
"94",1983,"0",14,"1","0",5,18,"10","8","2"
"95",1983,"0",14,"1","0",5,19,"6","6","2"
"96",1980,"0",17,"0","0",6,1,"8","1","0"
"97",1980,"0",17,"0","0",6,2,"8","1","0"
"98",1980,"0",17,"0","0",6,3,"8","1","2"
"99",1980,"0",17,"0","0",6,4,"1","1","0"
"100",1980,"0",17,"0","0",6,5,"1","1","0"
"101",1980,"0",17,"0","0",6,6,"1","1","0"
"102",1980,"0",17,"0","0",6,7,"1","1","0"
"103",1980,"0",17,"0","0",6,8,"1","1","0"
"104",1980,"0",17,"0","0",6,9,"1","1","0"
"105",1980,"0",17,"0","0",6,10,"1","1","0"
"106",1980,"0",17,"0","0",6,11,"1","1","0"
"107",1980,"0",17,"0","0",6,12,"1","1","0"
"108",1980,"0",17,"0","0",6,13,"1","1","0"
"109",1980,"0",17,"0","0",6,14,"1","1","0"
"110",1980,"0",17,"0","0",6,15,"1","1","0"
"111",1980,"0",17,"0","0",6,16,"1","1","0"
"112",1980,"0",17,"0","0",6,17,"1","1","0"
"113",1980,"0",17,"0","0",6,18,"1","1","0"
"114",1980,"0",17,"0","0",6,19,"1","1","0"
"115",1983,"0",14,"0","1",7,1,"8","0","0"
"116",1983,"0",14,"0","1",7,2,"8","1","1"
"117",1983,"0",14,"0","1",7,3,"3","1","1"
"118",1983,"0",14,"0","1",7,4,"10","1","0"
"119",1983,"0",14,"0","1",7,5,"10","2","0"
"120",1983,"0",14,"0","1",7,6,"10","2","1"
"121",1983,"0",14,"0","1",7,7,"10","2","0"
"122",1983,"0",14,"0","1",7,8,"6","2","2"
"123",1983,"0",14,"0","1",7,9,"6","2","2"
"124",1983,"0",14,"0","1",7,10,"6","4","2"
"125",1983,"0",14,"0","1",7,11,"6","4","2"
"126",1983,"0",14,"0","1",7,12,"6","4","2"
"127",1983,"0",14,"0","1",7,13,"6","4","2"
"128",1983,"0",14,"0","1",7,14,"6","4","2"
"129",1983,"0",14,"0","1",7,15,"6","4","2"
"130",1983,"0",14,"0","1",7,16,"6","4","2"
"131",1983,"0",14,"0","1",7,17,"6","4","2"
"132",1983,"0",14,"0","1",7,18,"6","4","2"
"133",1983,"0",14,"0","1",7,19,"6","4","2"
"134",1981,"1",16,"1","1",8,1,"8","0","0"
"135",1981,"1",16,"1","1",8,2,"10","0","0"
"136",1981,"1",16,"1","1",8,3,"10","1","0"
"137",1981,"1",16,"1","1",8,4,"10","1","0"
"138",1981,"1",16,"1","1",8,5,"10","1","1"
"139",1981,"1",16,"1","1",8,6,"6","1","1"
"140",1981,"1",16,"1","1",8,7,"6","1","1"
"141",1981,"1",16,"1","1",8,8,"6","1","2"
"142",1981,"1",16,"1","1",8,9,"6","1","2"
"143",1981,"1",16,"1","1",8,10,"6","3","2"
"144",1981,"1",16,"1","1",8,11,"6","3","2"
"145",1981,"1",16,"1","1",8,12,"6","3","2"
"146",1981,"1",16,"1","1",8,13,"6","3","2"
"147",1981,"1",16,"1","1",8,14,"6","1","2"
"148",1981,"1",16,"1","1",8,15,"6","1","2"
"149",1981,"1",16,"1","1",8,16,"6","1","2"
"150",1981,"1",16,"1","1",8,17,"6","1","2"
"151",1981,"1",16,"1","1",8,18,"6","1","2"
"152",1981,"1",16,"1","1",8,19,"6","3","2"
"153",1983,"0",14,"1","1",9,1,"3","1","0"
"154",1983,"0",14,"1","1",9,2,"3","1","2"
"155",1983,"0",14,"1","1",9,3,"10","1","0"
"156",1983,"0",14,"1","1",9,4,"10","1","2"
"157",1983,"0",14,"1","1",9,5,"10","1","0"
"158",1983,"0",14,"1","1",9,6,"10","1","2"
"159",1983,"0",14,"1","1",9,7,"10","2","2"
"160",1983,"0",14,"1","1",9,8,"6","2","2"
"161",1983,"0",14,"1","1",9,9,"6","2","2"
"162",1983,"0",14,"1","1",9,10,"10","2","2"
"163",1983,"0",14,"1","1",9,11,"6","2","2"
"164",1983,"0",14,"1","1",9,12,"6","2","2"
"165",1983,"0",14,"1","1",9,13,"6","2","2"
"166",1983,"0",14,"1","1",9,14,"6","2","2"
"167",1983,"0",14,"1","1",9,15,"6","4","2"
"168",1983,"0",14,"1","1",9,16,"6","6","2"
"169",1983,"0",14,"1","1",9,17,"6","6","2"
"170",1983,"0",14,"1","1",9,18,"6","6","2"
"171",1983,"0",14,"1","1",9,19,"6","6","0"
"172",1982,"0",15,"1","0",10,1,"8","2","0"
"173",1982,"0",15,"1","0",10,2,"3","2","1"
"174",1982,"0",15,"1","0",10,3,"3","2","0"
"175",1982,"0",15,"1","0",10,4,"3","2","2"
"176",1982,"0",15,"1","0",10,5,"3","2","2"
"177",1982,"0",15,"1","0",10,6,"3","2","2"
"178",1982,"0",15,"1","0",10,7,"3","2","2"
"179",1982,"0",15,"1","0",10,8,"3","2","2"
"180",1982,"0",15,"1","0",10,9,"3","2","2"
"181",1982,"0",15,"1","0",10,10,"3","2","2"
"182",1982,"0",15,"1","0",10,11,"3","6","2"
"183",1982,"0",15,"1","0",10,12,"3","6","2"
"184",1982,"0",15,"1","0",10,13,"3","6","2"
"185",1982,"0",15,"1","0",10,14,"3","6","2"
"186",1982,"0",15,"1","0",10,15,"3","6","2"
"187",1982,"0",15,"1","0",10,16,"3","6","1"
"188",1982,"0",15,"1","0",10,17,"3","6","1"
"189",1982,"0",15,"1","0",10,18,"3","6","2"
"190",1982,"0",15,"1","0",10,19,"3","6","2"
"191",1983,"1",14,"0","0",11,1,"8","2","0"
"192",1983,"1",14,"0","0",11,2,"8","2","0"
"193",1983,"1",14,"0","0",11,3,"8","2","0"
"194",1983,"1",14,"0","0",11,4,"3","2","2"
"195",1983,"1",14,"0","0",11,5,"9","4","2"
"196",1983,"1",14,"0","0",11,6,"4","6","0"
"197",1983,"1",14,"0","0",11,7,"4","6","2"
"198",1983,"1",14,"0","0",11,8,"4","6","2"
"199",1983,"1",14,"0","0",11,9,"4","6","2"
"200",1983,"1",14,"0","0",11,10,"4","6","2"
"201",1983,"1",14,"0","0",11,11,"9","6","2"
"202",1983,"1",14,"0","0",11,12,"4","6","2"
"203",1983,"1",14,"0","0",11,13,"4","6","2"
"204",1983,"1",14,"0","0",11,14,"4","6","2"
"205",1983,"1",14,"0","0",11,15,"4","6","2"
"206",1983,"1",14,"0","0",11,16,"4","6","2"
"207",1983,"1",14,"0","0",11,17,"4","6","2"
"208",1983,"1",14,"0","0",11,18,"4","6","2"
"209",1983,"1",14,"0","0",11,19,"4","6","2"
"210",1982,"0",15,"1","1",12,1,"8","1","1"
"211",1982,"0",15,"1","1",12,2,"10","1","0"
"212",1982,"0",15,"1","1",12,3,"10","1","0"
"213",1982,"0",15,"1","1",12,4,"10","1","1"
"214",1982,"0",15,"1","1",12,5,"10","2","1"
"215",1982,"0",15,"1","1",12,6,"6","4","2"
"216",1982,"0",15,"1","1",12,7,"11","2","1"
"217",1982,"0",15,"1","1",12,8,"11","2","1"
"218",1982,"0",15,"1","1",12,9,"7","4","2"
"219",1982,"0",15,"1","1",12,10,"7","6","2"
"220",1982,"0",15,"1","1",12,11,"7","6","2"
"221",1982,"0",15,"1","1",12,12,"7","6","2"
"222",1982,"0",15,"1","1",12,13,"7","6","2"
"223",1982,"0",15,"1","1",12,14,"7","6","2"
"224",1982,"0",15,"1","1",12,15,"7","6","0"
"225",1982,"0",15,"1","1",12,16,"7","6","2"
"226",1982,"0",15,"1","1",12,17,"7","6","2"
"227",1982,"0",15,"1","1",12,18,"7","6","0"
"228",1982,"0",15,"1","1",12,19,"7","6","2"
"229",1983,"0",14,"1","0",13,1,"8","0","1"
"230",1983,"0",14,"1","0",13,2,"9","2","2"
"231",1983,"0",14,"1","0",13,3,"9","2","2"
"232",1983,"0",14,"1","0",13,4,"9","2","2"
"233",1983,"0",14,"1","0",13,5,"5","4","2"
"234",1983,"0",14,"1","0",13,6,"5","6","2"
"235",1983,"0",14,"1","0",13,7,"5","6","0"
"236",1983,"0",14,"1","0",13,8,"5","6","2"
"237",1983,"0",14,"1","0",13,9,"5","8","2"
"238",1983,"0",14,"1","0",13,10,"5","8","2"
"239",1983,"0",14,"1","0",13,11,"5","8","2"
"240",1983,"0",14,"1","0",13,12,"5","8","2"
"241",1983,"0",14,"1","0",13,13,"5","8","0"
"242",1983,"0",14,"1","0",13,14,"5","8","2"
"243",1983,"0",14,"1","0",13,15,"5","8","2"
"244",1983,"0",14,"1","0",13,16,"5","8","2"
"245",1983,"0",14,"1","0",13,17,"10","8","2"
"246",1983,"0",14,"1","0",13,18,"6","8","2"
"247",1983,"0",14,"1","0",13,19,"6","8","2"
"248",1980,"1",17,"0","1",14,1,"8","0","0"
"249",1980,"1",17,"0","1",14,2,"3","0","0"
"250",1980,"1",17,"0","1",14,3,"10","0","0"
"251",1980,"1",17,"0","1",14,4,"10","0","0"
"252",1980,"1",17,"0","1",14,5,"10","1","0"
"253",1980,"1",17,"0","1",14,6,"6","1","2"
"254",1980,"1",17,"0","1",14,7,"6","1","2"
"255",1980,"1",17,"0","1",14,8,"6","1","1"
"256",1980,"1",17,"0","1",14,9,"6","2","2"
"257",1980,"1",17,"0","1",14,10,"6","4","2"
"258",1980,"1",17,"0","1",14,11,"6","4","2"
"259",1980,"1",17,"0","1",14,12,"6","4","2"
"260",1980,"1",17,"0","1",14,13,"6","4","1"
"261",1980,"1",17,"0","1",14,14,"6","4","2"
"262",1980,"1",17,"0","1",14,15,"6","6","2"
"263",1980,"1",17,"0","1",14,16,"6","6","2"
"264",1980,"1",17,"0","1",14,17,"6","6","2"
"265",1980,"1",17,"0","1",14,18,"6","6","2"
"266",1980,"1",17,"0","1",14,19,"6","6","2"
"267",1980,"0",17,"0","1",15,1,"1","1","0"
"268",1980,"0",17,"0","1",15,2,"8","1","0"
"269",1980,"0",17,"0","1",15,3,"9","2","0"
"270",1980,"0",17,"0","1",15,4,"4","2","2"
"271",1980,"0",17,"0","1",15,5,"4","2","0"
"272",1980,"0",17,"0","1",15,6,"4","2","0"
"273",1980,"0",17,"0","1",15,7,"4","2","2"
"274",1980,"0",17,"0","1",15,8,"4","2","2"
"275",1980,"0",17,"0","1",15,9,"4","2","2"
"276",1980,"0",17,"0","1",15,10,"4","2","2"
"277",1980,"0",17,"0","1",15,11,"4","2","2"
"278",1980,"0",17,"0","1",15,12,"4","2","2"
"279",1980,"0",17,"0","1",15,13,"4","2","2"
"280",1980,"0",17,"0","1",15,14,"4","2","2"
"281",1980,"0",17,"0","1",15,15,"4","2","2"
"282",1980,"0",17,"0","1",15,16,"4","2","2"
"283",1980,"0",17,"0","1",15,17,"4","2","2"
"284",1980,"0",17,"0","1",15,18,"4","2","2"
"285",1980,"0",17,"0","1",15,19,"4","2","2"
"286",1980,"1",17,"0","0",16,1,"8","0","0"
"287",1980,"1",17,"0","0",16,2,"10","1","0"
"288",1980,"1",17,"0","0",16,3,"10","2","0"
"289",1980,"1",17,"0","0",16,4,"10","2","0"
"290",1980,"1",17,"0","0",16,5,"10","2","0"
"291",1980,"1",17,"0","0",16,6,"10","2","1"
"292",1980,"1",17,"0","0",16,7,"4","2","0"
"293",1980,"1",17,"0","0",16,8,"11","2","0"
"294",1980,"1",17,"0","0",16,9,"11","2","1"
"295",1980,"1",17,"0","0",16,10,"11","2","0"
"296",1980,"1",17,"0","0",16,11,"11","2","0"
"297",1980,"1",17,"0","0",16,12,"7","2","1"
"298",1980,"1",17,"0","0",16,13,"7","2","1"
"299",1980,"1",17,"0","0",16,14,"7","2","0"
"300",1980,"1",17,"0","0",16,15,"7","2","1"
"301",1980,"1",17,"0","0",16,16,"7","2","1"
"302",1980,"1",17,"0","0",16,17,"7","2","1"
"303",1980,"1",17,"0","0",16,18,"7","2","2"
"304",1980,"1",17,"0","0",16,19,"7","2","2"
"305",1981,"1",16,"0","0",17,1,"8","0","0"
"306",1981,"1",16,"0","0",17,2,"8","0","0"
"307",1981,"1",16,"0","0",17,3,"10","0","1"
"308",1981,"1",16,"0","0",17,4,"4","0","0"
"309",1981,"1",16,"0","0",17,5,"4","0","2"
"310",1981,"1",16,"0","0",17,6,"4","0","0"
"311",1981,"1",16,"0","0",17,7,"4","0","0"
"312",1981,"1",16,"0","0",17,8,"4","0","0"
"313",1981,"1",16,"0","0",17,9,"4","0","0"
"314",1981,"1",16,"0","0",17,10,"10","0","0"
"315",1981,"1",16,"0","0",17,11,"4","0","1"
"316",1981,"1",16,"0","0",17,12,"9","0","2"
"317",1981,"1",16,"0","0",17,13,"9","1","0"
"318",1981,"1",16,"0","0",17,14,"9","1","0"
"319",1981,"1",16,"0","0",17,15,"5","1","0"
"320",1981,"1",16,"0","0",17,16,"5","1","0"
"321",1981,"1",16,"0","0",17,17,"5","1","0"
"322",1981,"1",16,"0","0",17,18,"5","1","0"
"323",1981,"1",16,"0","0",17,19,"10","1","0"
"324",1981,"0",16,"1","0",18,1,"8","1","0"
"325",1981,"0",16,"1","0",18,2,"8","1","0"
"326",1981,"0",16,"1","0",18,3,"3","2","1"
"327",1981,"0",16,"1","0",18,4,"3","2","0"
"328",1981,"0",16,"1","0",18,5,"3","2","1"
"329",1981,"0",16,"1","0",18,6,"9","2","0"
"330",1981,"0",16,"1","0",18,7,"9","2","0"
"331",1981,"0",16,"1","0",18,8,"9","2","0"
"332",1981,"0",16,"1","0",18,9,"9","2","0"
"333",1981,"0",16,"1","0",18,10,"5","2","0"
"334",1981,"0",16,"1","0",18,11,"5","2","1"
"335",1981,"0",16,"1","0",18,12,"5","2","1"
"336",1981,"0",16,"1","0",18,13,"5","2","0"
"337",1981,"0",16,"1","0",18,14,"5","2","2"
"338",1981,"0",16,"1","0",18,15,"5","2","1"
"339",1981,"0",16,"1","0",18,16,"5","2","1"
"340",1981,"0",16,"1","0",18,17,"5","2","1"
"341",1981,"0",16,"1","0",18,18,"5","2","0"
"342",1981,"0",16,"1","0",18,19,"5","2","1"
"343",1981,"0",16,"0","0",19,1,"8","1","1"
"344",1981,"0",16,"0","0",19,2,"8","2","0"
"345",1981,"0",16,"0","0",19,3,"2","2","2"
"346",1981,"0",16,"0","0",19,4,"2","2","0"
"347",1981,"0",16,"0","0",19,5,"2","2","0"
"348",1981,"0",16,"0","0",19,6,"2","2","0"
"349",1981,"0",16,"0","0",19,7,"2","2","2"
"350",1981,"0",16,"0","0",19,8,"2","2","0"
"351",1981,"0",16,"0","0",19,9,"2","2","0"
"352",1981,"0",16,"0","0",19,10,"2","2","0"
"353",1981,"0",16,"0","0",19,11,"2","2","0"
"354",1981,"0",16,"0","0",19,12,"2","2","0"
"355",1981,"0",16,"0","0",19,13,"4","2","0"
"356",1981,"0",16,"0","0",19,14,"4","2","0"
"357",1981,"0",16,"0","0",19,15,"4","2","0"
"358",1981,"0",16,"0","0",19,16,"4","2","0"
"359",1981,"0",16,"0","0",19,17,"4","2","0"
"360",1981,"0",16,"0","0",19,18,"4","2","0"
"361",1981,"0",16,"0","0",19,19,"4","2","0"
"362",1980,"0",17,"1","1",20,1,"8","0","0"
"363",1980,"0",17,"1","1",20,2,"8","0","1"
"364",1980,"0",17,"1","1",20,3,"3","1","0"
"365",1980,"0",17,"1","1",20,4,"9","1","1"
"366",1980,"0",17,"1","1",20,5,"4","4","1"
"367",1980,"0",17,"1","1",20,6,"4","4","2"
"368",1980,"0",17,"1","1",20,7,"9","4","2"
"369",1980,"0",17,"1","1",20,8,"10","4","0"
"370",1980,"0",17,"1","1",20,9,"10","4","0"
"371",1980,"0",17,"1","1",20,10,"10","6","2"
"372",1980,"0",17,"1","1",20,11,"6","6","2"
"373",1980,"0",17,"1","1",20,12,"11","6","2"
"374",1980,"0",17,"1","1",20,13,"11","6","2"
"375",1980,"0",17,"1","1",20,14,"11","6","2"
"376",1980,"0",17,"1","1",20,15,"7","6","2"
"377",1980,"0",17,"1","1",20,16,"7","6","2"
"378",1980,"0",17,"1","1",20,17,"7","6","2"
"379",1980,"0",17,"1","1",20,18,"7","6","2"
"380",1980,"0",17,"1","1",20,19,"7","6","2"
"381",1981,"1",16,"0","1",21,1,"8","0","0"
"382",1981,"1",16,"0","1",21,2,"8","0","2"
"383",1981,"1",16,"0","1",21,3,"3","0","2"
"384",1981,"1",16,"0","1",21,4,"3","0","2"
"385",1981,"1",16,"0","1",21,5,"3","0","2"
"386",1981,"1",16,"0","1",21,6,"3","0","2"
"387",1981,"1",16,"0","1",21,7,"3","0","2"
"388",1981,"1",16,"0","1",21,8,"10","0","1"
"389",1981,"1",16,"0","1",21,9,"10","0","2"
"390",1981,"1",16,"0","1",21,10,"10","0","2"
"391",1981,"1",16,"0","1",21,11,"10","0","2"
"392",1981,"1",16,"0","1",21,12,"10","0","2"
"393",1981,"1",16,"0","1",21,13,"10","0","1"
"394",1981,"1",16,"0","1",21,14,"10","0","2"
"395",1981,"1",16,"0","1",21,15,"10","0","2"
"396",1981,"1",16,"0","1",21,16,"10","0","2"
"397",1981,"1",16,"0","1",21,17,"10","0","2"
"398",1981,"1",16,"0","1",21,18,"6","0","2"
"399",1981,"1",16,"0","1",21,19,"6","0","2"
"400",1983,"0",14,"0","1",22,1,"8","0","0"
"401",1983,"0",14,"0","1",22,2,"8","0","0"
"402",1983,"0",14,"0","1",22,3,"8","0","1"
"403",1983,"0",14,"0","1",22,4,"8","0","1"
"404",1983,"0",14,"0","1",22,5,"3","0","0"
"405",1983,"0",14,"0","1",22,6,"9","0","0"
"406",1983,"0",14,"0","1",22,7,"4","0","0"
"407",1983,"0",14,"0","1",22,8,"9","0","0"
"408",1983,"0",14,"0","1",22,9,"9","0","0"
"409",1983,"0",14,"0","1",22,10,"4","0","1"
"410",1983,"0",14,"0","1",22,11,"4","0","0"
"411",1983,"0",14,"0","1",22,12,"4","0","0"
"412",1983,"0",14,"0","1",22,13,"4","0","0"
"413",1983,"0",14,"0","1",22,14,"4","0","0"
"414",1983,"0",14,"0","1",22,15,"4","0","0"
"415",1983,"0",14,"0","1",22,16,"4","0","0"
"416",1983,"0",14,"0","1",22,17,"4","0","0"
"417",1983,"0",14,"0","1",22,18,"4","0","0"
"418",1983,"0",14,"0","1",22,19,"4","0","0"
"419",1980,"0",17,"0","1",23,1,"8","0","0"
"420",1980,"0",17,"0","1",23,2,"9","0","0"
"421",1980,"0",17,"0","1",23,3,"9","0","2"
"422",1980,"0",17,"0","1",23,4,"10","0","0"
"423",1980,"0",17,"0","1",23,5,"10","1","0"
"424",1980,"0",17,"0","1",23,6,"10","1","0"
"425",1980,"0",17,"0","1",23,7,"6","1","2"
"426",1980,"0",17,"0","1",23,8,"6","1","2"
"427",1980,"0",17,"0","1",23,9,"6","2","2"
"428",1980,"0",17,"0","1",23,10,"6","2","2"
"429",1980,"0",17,"0","1",23,11,"6","6","2"
"430",1980,"0",17,"0","1",23,12,"6","6","2"
"431",1980,"0",17,"0","1",23,13,"6","8","2"
"432",1980,"0",17,"0","1",23,14,"6","8","2"
"433",1980,"0",17,"0","1",23,15,"6","8","2"
"434",1980,"0",17,"0","1",23,16,"6","8","2"
"435",1980,"0",17,"0","1",23,17,"6","8","2"
"436",1980,"0",17,"0","1",23,18,"6","8","2"
"437",1980,"0",17,"0","1",23,19,"6","8","2"
"438",1980,"1",17,"1","1",24,1,"8","0","0"
"439",1980,"1",17,"1","1",24,2,"10","0","0"
"440",1980,"1",17,"1","1",24,3,"10","1","1"
"441",1980,"1",17,"1","1",24,4,"10","1","1"
"442",1980,"1",17,"1","1",24,5,"10","1","1"
"443",1980,"1",17,"1","1",24,6,"6","1","2"
"444",1980,"1",17,"1","1",24,7,"6","1","2"
"445",1980,"1",17,"1","1",24,8,"6","1","2"
"446",1980,"1",17,"1","1",24,9,"6","1","2"
"447",1980,"1",17,"1","1",24,10,"6","1","2"
"448",1980,"1",17,"1","1",24,11,"6","1","2"
"449",1980,"1",17,"1","1",24,12,"6","3","2"
"450",1980,"1",17,"1","1",24,13,"6","3","2"
"451",1980,"1",17,"1","1",24,14,"6","5","2"
"452",1980,"1",17,"1","1",24,15,"6","5","2"
"453",1980,"1",17,"1","1",24,16,"6","5","2"
"454",1980,"1",17,"1","1",24,17,"6","5","2"
"455",1980,"1",17,"1","1",24,18,"6","5","0"
"456",1980,"1",17,"1","1",24,19,"10","5","2"
"457",1984,"1",13,"0","1",25,1,"8","0","0"
"458",1984,"1",13,"0","1",25,2,"10","0","0"
"459",1984,"1",13,"0","1",25,3,"10","0","0"
"460",1984,"1",13,"0","1",25,4,"10","0","0"
"461",1984,"1",13,"0","1",25,5,"10","0","0"
"462",1984,"1",13,"0","1",25,6,"6","1","2"
"463",1984,"1",13,"0","1",25,7,"6","1","2"
"464",1984,"1",13,"0","1",25,8,"6","1","0"
"465",1984,"1",13,"0","1",25,9,"6","1","2"
"466",1984,"1",13,"0","1",25,10,"6","3","2"
"467",1984,"1",13,"0","1",25,11,"6","1","2"
"468",1984,"1",13,"0","1",25,12,"6","1","2"
"469",1984,"1",13,"0","1",25,13,"6","3","2"
"470",1984,"1",13,"0","1",25,14,"6","5","2"
"471",1984,"1",13,"0","1",25,15,"6","5","2"
"472",1984,"1",13,"0","1",25,16,"6","5","2"
"473",1984,"1",13,"0","1",25,17,"6","5","2"
"474",1984,"1",13,"0","1",25,18,"6","5","2"
"475",1984,"1",13,"0","1",25,19,"11","5","2"
"476",1982,"1",15,"1","1",26,1,"8","0","1"
"477",1982,"1",15,"1","1",26,2,"10","0","0"
"478",1982,"1",15,"1","1",26,3,"10","1","0"
"479",1982,"1",15,"1","1",26,4,"10","1","0"
"480",1982,"1",15,"1","1",26,5,"10","1","0"
"481",1982,"1",15,"1","1",26,6,"6","2","2"
"482",1982,"1",15,"1","1",26,7,"6","2","2"
"483",1982,"1",15,"1","1",26,8,"6","2","2"
"484",1982,"1",15,"1","1",26,9,"6","2","2"
"485",1982,"1",15,"1","1",26,10,"6","2","2"
"486",1982,"1",15,"1","1",26,11,"6","2","2"
"487",1982,"1",15,"1","1",26,12,"6","4","2"
"488",1982,"1",15,"1","1",26,13,"6","6","2"
"489",1982,"1",15,"1","1",26,14,"6","6","1"
"490",1982,"1",15,"1","1",26,15,"6","6","0"
"491",1982,"1",15,"1","1",26,16,"6","6","0"
"492",1982,"1",15,"1","1",26,17,"6","6","0"
"493",1982,"1",15,"1","1",26,18,"6","6","0"
"494",1982,"1",15,"1","1",26,19,"6","6","0"
"495",1984,"0",13,"0","0",27,1,"8","2","0"
"496",1984,"0",13,"0","0",27,2,"10","2","2"
"497",1984,"0",13,"0","0",27,3,"4","2","1"
