,BirthYear,HasSibling,Age,Sex,SingleorDoubleParent,EMP_HOURS_17,EMP_HOURS_18,EMP_HOURS_19,EMP_HOURS_20,EMP_HOURS_21,EMP_HOURS_22,EMP_HOURS_23,EMP_HOURS_24,EMP_HOURS_25,EMP_HOURS_26,EMP_HOURS_27,EMP_HOURS_28,EMP_HOURS_29,EMP_HOURS_30,EMP_HOURS_31,EMP_HOURS_32,EMP_HOURS_33,EMP_HOURS_34,EMP_HOURS_35,EducationStat_17,EducationStat_18,EducationStat_19,EducationStat_20,EducationStat_21,EducationStat_22,EducationStat_23,EducationStat_24,EducationStat_25,EducationStat_26,EducationStat_27,EducationStat_28,EducationStat_29,EducationStat_30,EducationStat_31,EducationStat_32,EducationStat_33,EducationStat_34,EducationStat_35,FinalRelationshipStat_17,FinalRelationshipStat_18,FinalRelationshipStat_19,FinalRelationshipStat_20,FinalRelationshipStat_21,FinalRelationshipStat_22,FinalRelationshipStat_23,FinalRelationshipStat_24,FinalRelationshipStat_25,FinalRelationshipStat_26,FinalRelationshipStat_27,FinalRelationshipStat_28,FinalRelationshipStat_29,FinalRelationshipStat_30,FinalRelationshipStat_31,FinalRelationshipStat_32,FinalRelationshipStat_33,FinalRelationshipStat_34,FinalRelationshipStat_35
6908,1984,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6
6909,1982,1,15,1,1,2,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,8,3,3,4,4,9,5,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,6
6912,1981,0,16,1,1,0,0,0,0,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6915,1983,0,14,1,1,2,2,0,0,2,0,0,2,2,2,2,2,0,0,2,2,0,0,0,1,1,1,1,1,1,1,1,1,3,3,10,6,6,6,6,6,6,6,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4
6917,1984,0,13,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6918,1981,1,16,0,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
6922,1981,1,16,0,0,1,0,2,2,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,9,4,9,9,5,5,10,10,10,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
6923,1982,1,15,1,1,2,2,1,1,1,2,2,0,0,2,2,1,2,2,2,1,2,2,2,3,9,9,5,10,6,6,11,11,7,7,11,11,11,11,11,11,11,11,2,4,4,4,4,2,4,2,4,4,4,4,4,6,6,6,6,6,6
6924,1983,0,14,1,0,0,0,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,9,4,9,5,5,5,5,10,6,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,7,7,7
6928,1980,1,17,1,1,0,0,2,2,2,2,2,0,2,1,2,0,1,2,2,2,2,2,2,8,8,9,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6930,1980,1,17,1,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,10,10,4,4,4,10,10,4,4,4,4,10,10,10,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6933,1982,0,15,0,1,2,1,2,2,2,2,1,1,2,0,0,2,0,0,0,0,0,2,2,8,3,10,10,10,10,10,10,10,10,9,9,9,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6937,1982,1,15,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,9,4,4,4,9,9,9,5,5,9,5,2,2,2,2,6,6,6,6,8,8,8,8,6,6,8,8,8,8,8
6938,1981,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,2,2,2,10,10,10,10,10,4,10,6,6,6,6,6,6,6,0,1,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6
6942,1984,0,13,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,1982,0,15,1,0,0,0,0,0,1,1,2,0,2,2,2,2,0,0,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,6,6,6,6,6,6,6,6,6,6
6953,1984,1,13,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6954,1980,1,17,1,0,0,0,2,2,0,0,0,2,0,0,2,0,1,1,0,2,2,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4
6955,1982,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,9,9,9,5,5,5,5,5,5,4,4,2,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6
6958,1984,0,13,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,8,1,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8
6964,1984,0,13,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,8,8,3,9,4,10,5,5,5,5,10,10,6,6,6,6,6,6,6,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4
6966,1981,0,16,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4
6968,1982,1,15,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6969,1984,1,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2
6972,1983,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,9,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6
6974,1982,1,15,1,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,4,4
6980,1984,0,13,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,2,2,2,2,2,2,9,9,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6984,1980,1,17,1,0,0,2,0,2,2,2,2,2,1,2,1,1,0,0,2,0,0,1,0,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2
6989,1983,0,14,1,0,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,8,9,4,9,10,10,10,10,4,4,4,4,4,4,4,4,10,10,6,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6
6991,1982,1,15,1,0,0,1,0,2,1,1,2,1,2,2,0,2,0,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,9,9,10,10,10,10,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
6992,1980,1,17,1,0,0,0,0,2,0,2,2,2,2,2,2,0,2,2,2,0,0,2,2,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
6994,1981,0,16,0,0,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,8,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
6995,1981,0,16,1,1,0,1,0,0,0,2,2,1,2,2,1,0,0,2,0,0,2,2,2,8,9,9,9,9,9,5,5,5,5,5,5,9,9,9,5,5,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6996,1981,0,16,1,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,4,6,6,6,6,8,8,8,8,8,6,6,6,6,6,6,6
7002,1981,1,16,1,0,0,0,0,2,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,6
7014,1984,0,13,1,1,1,1,2,1,1,2,2,2,2,0,0,1,1,0,2,2,2,0,0,8,10,9,4,4,4,4,4,4,10,10,6,6,6,6,6,6,6,6,0,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
7022,1982,0,15,0,0,1,1,0,0,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,8,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6
7024,1982,1,15,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,6,6,6,6,6,6,8,8,8,8,8,8,8,8
7025,1982,1,15,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,2,2,1,1,2,8,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7042,1981,0,16,1,1,0,0,0,2,2,2,2,2,2,2,2,0,0,1,0,2,2,2,0,8,1,10,4,10,4,4,4,4,4,10,10,10,5,10,10,10,6,6,1,1,1,1,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6
7051,1982,1,15,1,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,8,3,3,3,3,9,9,9,9,9,6,6,6,6,6,6,6,6,6,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6
7058,1981,1,16,0,1,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,8,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,1,1,1,2,2,4,4,4,4,6,6,6,6,6,6
7060,1980,1,17,1,1,0,2,1,1,0,0,2,2,2,2,0,0,0,0,2,2,2,2,2,8,10,10,10,10,10,6,6,6,6,6,6,6,11,7,11,11,7,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7061,1982,1,15,1,1,2,1,0,0,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
7062,1981,0,16,1,0,1,2,1,2,0,2,1,0,2,2,2,2,2,0,0,0,0,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,4,2,2,6,6,6,6,6,8,8,8,8,8
7069,1984,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,8,8,8,1,1,1,8,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7076,1981,0,16,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,9,9,9,5,5,10,10,5,5,5,5,5,5,5,5,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7079,1982,0,15,0,0,0,2,2,0,0,2,0,0,2,2,0,0,2,2,2,2,2,2,2,8,3,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,2,4,4,6,6,6,6,6,6,6,6,6,6
7082,1980,1,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,8,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,9,9,5,1,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,4
7085,1982,1,15,1,0,0,1,1,2,2,2,0,1,0,0,0,0,0,0,1,2,0,1,2,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2
7086,1983,0,14,0,0,0,1,0,0,1,2,2,2,0,2,2,2,2,0,0,2,2,2,2,8,9,4,9,9,4,4,4,9,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7087,1980,0,17,0,0,0,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6
7089,1981,1,16,1,0,0,0,2,2,2,2,2,2,2,2,2,0,1,1,1,0,0,0,2,8,8,3,3,4,4,4,4,4,4,10,10,4,4,10,10,10,10,6,0,0,1,1,1,1,1,1,2,2,2,2,6,6,6,6,6,6,6
7092,1982,0,15,0,0,0,0,1,1,0,2,2,2,2,1,1,0,0,2,2,2,2,0,2,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1
7093,1983,0,14,0,0,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6,6
7097,1982,0,15,0,1,0,0,2,2,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,5,5,5,5,5,5,5,5,7,7,7,7
7098,1983,0,14,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,9,9,9,5,5,5,5,5,5,5,2,4,4,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,6
7108,1980,0,17,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6
7109,1980,0,17,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8
7110,1981,0,16,1,1,0,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,10,10,10,6,6,6,6,6,6,6,6,6,6,6,0,0,0,1,5,5,5,5,6,6,6,8,8,8,8,8,8,8,8
7111,1982,0,15,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,4,4,4,4,2,4,4,4,4,2,2,2,2,2
7112,1981,0,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,8,1,3,4,4,4,4,4,4,4,4,4,4,4,9,9,9,5,10,1,6,6,6,8,6,6,6,6,6,8,8,8,8,8,8,8,8,8
7115,1983,1,14,1,1,2,2,1,0,0,0,0,2,1,0,0,2,0,2,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2
7117,1981,1,16,1,1,2,0,1,0,0,2,2,0,2,1,1,0,0,0,0,0,2,2,2,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2
7121,1983,1,14,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,4,10,10,10,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,1,1,1,5,5,5,5,5,5,5,5,5,5
7123,1982,1,15,1,1,1,1,0,1,1,0,2,2,2,2,2,2,2,2,2,2,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,8,8,6
7125,1980,0,17,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,4,4,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8
7126,1983,0,14,1,1,0,1,1,1,2,1,1,2,2,2,2,2,2,2,2,0,2,2,2,8,10,10,10,10,10,10,6,6,6,6,6,6,11,11,7,7,7,7,0,2,4,4,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6
7129,1983,0,14,1,1,0,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7
7131,1981,1,16,0,0,0,2,2,0,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,8,8,8,2,2,10,10,10,10,10,5,5,5,5,5,5,5,5,5,0,4,4,2,4,8,8,6,6,6,6,8,8,6,6,6,6,6,6
7132,1981,1,16,1,0,0,0,0,2,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7136,1981,0,16,1,0,1,1,0,1,1,2,1,1,1,1,2,1,2,2,2,0,2,0,2,8,9,9,9,9,9,10,4,10,6,6,6,6,6,6,6,6,6,6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7138,1981,0,16,0,0,1,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6
7141,1983,1,14,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,10,10,10,4,4,4,10,10,6,6,6,6,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7142,1982,0,15,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,9,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7146,1980,1,17,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,4,9,4,4,4,4,4,4,4,10,4,4,10,10,6,0,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7147,1983,1,14,1,1,1,1,1,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7149,1982,1,15,0,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,0,0,0,2,2,2,2,4,6,6,6,6,6,6,8,8,8,6,6
7150,1983,0,14,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,6,6,6,6,6,6,6,6,8,8,8,6,6,6,6,6
7151,1980,1,17,1,0,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,8,3,4,4,4,10,9,9,9,9,9,9,4,4,9,9,5,5,5,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7152,1984,1,13,0,0,0,0,0,1,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,8,3,3,10,10,10,4,10,10,9,10,10,10,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7155,1982,0,15,1,0,0,0,0,1,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,10,10,10,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,7,7,7
7156,1984,0,13,1,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6
7162,1984,0,13,0,0,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,2,2,2,4,6,6,8,8,8,8,8,8,8,8,8
7165,1980,0,17,1,0,1,0,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,8,10,10,4,4,4,4,4,4,10,10,10,11,11,6,6,6,6,6,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,5,5
7166,1980,0,17,1,1,0,0,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7168,1980,0,17,0,1,0,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,8,10,10,10,4,9,10,10,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7173,1983,1,14,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,0,0,0,1,2,2,2,2,6,6,6,6,6,6,6,8,8,8,6
7174,1980,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,8,3,3,3,9,9,9,9,9,10,4,10,10,10,6,11,11,11,11,1,1,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6
7176,1982,1,15,1,0,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,9,9,9,6,11,11,7,7,7,7,7,7,7,7,7,7,0,3,3,3,3,3,4,2,2,4,2,2,2,2,2,6,6,6,6
7177,1984,1,13,1,0,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,2
7178,1981,0,16,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,1,1,1,2,2,2,4,6,6,6,6,6,6,6,6,6,6
7181,1984,1,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7186,1982,0,15,1,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4
7188,1982,0,15,0,1,0,0,1,1,0,0,1,2,2,0,2,2,0,0,2,2,2,2,2,8,9,9,9,10,10,10,6,11,11,11,11,11,10,10,10,10,6,6,0,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4
7189,1981,1,16,1,1,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,8,4,4,4,10,4,4,4,4,4,4,4,9,10,10,6,11,7,0,4,2,4,4,4,4,4,4,4,2,2,6,6,6,6,6,6,8
7195,1981,0,16,1,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5
7197,1980,1,17,0,0,1,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7206,1982,1,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7208,1980,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,2,2
7210,1981,1,16,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7217,1981,0,16,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,3,4,4,4,10,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8
7218,1980,0,17,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,8,8,8,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,0,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,6
7220,1981,0,16,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4
