,EMP_HOURS_1997.48,EMP_HOURS_1998.48,EMP_HOURS_1999.48,EMP_HOURS_2000.48,EMP_HOURS_2001.48,EMP_HOURS_2002.48,EMP_HOURS_2003.48,EMP_HOURS_2004.48,EMP_HOURS_2005.48,EMP_HOURS_2006.48,EMP_HOURS_2007.48,EMP_HOURS_2008.48,EMP_HOURS_2009.48,EMP_HOURS_2010.48,EMP_HOURS_2011.48,EMP_HOURS_2012.48,EMP_HOURS_2013.48,EMP_HOURS_2014.48,EMP_HOURS_2015.48,EMP_HOURS_2016.48,EMP_HOURS_2017.48,EMP_HOURS_2018.48,EMP_HOURS_2019.48,SCH_COLLEGE_STATUS_2012.12,SCH_COLLEGE_STATUS_2013.12,SCH_COLLEGE_STATUS_2014.12,SCH_COLLEGE_STATUS_2015.12,SCH_COLLEGE_STATUS_2016.12,SCH_COLLEGE_STATUS_2017.12,SCH_COLLEGE_STATUS_2018.12,SCH_COLLEGE_STATUS_2019.12,MAR_STATUS_1997.12,MAR_STATUS_1998.12,MAR_STATUS_1999.12,MAR_STATUS_2000.12,MAR_STATUS_2001.12,MAR_STATUS_2002.12,MAR_STATUS_2003.12,MAR_STATUS_2004.12,MAR_STATUS_2005.12,MAR_STATUS_2006.12,MAR_STATUS_2007.12,MAR_STATUS_2008.12,MAR_STATUS_2009.12,MAR_STATUS_2010.12,MAR_STATUS_2011.12,MAR_STATUS_2012.12,MAR_STATUS_2013.12,MAR_STATUS_2014.12,MAR_STATUS_2015.12,MAR_STATUS_2016.12,MAR_STATUS_2017.12,MAR_STATUS_2018.12,MAR_STATUS_2019.12,PUBID,YSAQ-299,YOUTH_NONR1INHH.01,YOUTH_PARENTGUAR.01,KEY!SEX,KEY!AGEDOL,CV_ENROLLSTAT,CV_BIO_CHILD_HH,CV_BIO_CHILD_NR,CV_SAMPLE_TYPE,YOUTH_SIBID01.01,YOUTH_SIBID02.01,YOUTH_SIBID03.01,YOUTH_SIBID04.01,KEY!RACE_ETHNICITY,YSAQ-299.1,YSAQ-299B,CV_ENROLLSTAT_EDT,CV_BIO_CHILD_HH.1,CV_BIO_CHILD_NR.1,YSAQ-299.2,YSAQ-299B.1,CV_ENROLLSTAT_EDT.1,CV_BIO_CHILD_HH.2,CV_BIO_CHILD_NR.2,YSAQ-299.3,YSAQ-299B.2,CV_ENROLLSTAT_EDT.2,CV_BIO_CHILD_HH.3,CV_BIO_CHILD_NR.3,YSAQ-299.4,YSAQ-299B.3,CV_ENROLLSTAT_EDT.3,CV_BIO_CHILD_HH.4,CV_BIO_CHILD_NR.4,YSAQ2-299,YSAQ2-299B,CV_ENROLLSTAT_EDT.4,CV_BIO_CHILD_HH.5,CV_BIO_CHILD_NR.5,CV_ENROLLSTAT_EDT.5,CV_BIO_CHILD_HH.6,CV_BIO_CHILD_NR.6,YSAQ2-299.1,YSAQ2-299B.1,CV_ENROLLSTAT_EDT.6,CV_BIO_CHILD_HH.7,CV_BIO_CHILD_NR.7,YSAQ2-299.2,YSAQ2-299B.2,CV_ENROLLSTAT.1,CV_BIO_CHILD_HH.8,CV_BIO_CHILD_NR.8,YSAQ2-299.3,YSAQ2-299B.3,CV_ENROLLSTAT.2,CV_BIO_CHILD_HH.9,CV_BIO_CHILD_NR.9,YSAQ2-299B.4,CV_ENROLLSTAT.3,CV_BIO_CHILD_HH.10,CV_BIO_CHILD_NR.10,YSAQ2-299B.5,CV_ENROLLSTAT.4,CV_BIO_CHILD_HH.11,CV_BIO_CHILD_NR.11,YSAQ2-299B.6,CV_ENROLLSTAT.5,CV_BIO_CHILD_HH.12,CV_BIO_CHILD_NR.12,YSAQ2-299B.7,CV_ENROLLSTAT.6,CV_BIO_CHILD_HH.13,CV_BIO_CHILD_NR.13,YSAQ2-299B.8,CV_ENROLLSTAT.7,CV_BIO_CHILD_HH.14,CV_BIO_CHILD_NR.14,YSAQ2-299B.9,CV_BIO_CHILD_HH.15,CV_BIO_CHILD_NR.15,YSAQ2-299.4,CV_BIO_CHILD_HH.16,CV_BIO_CHILD_NR.16,YSAQ2-299.5,CV_BIO_CHILD_HH.17,CV_BIO_CHILD_NR.17,CV_BIO_CHILD_HH_U18,CV_BIO_CHILD_NR_U18
7308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7330,0,0,1,2,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,3,-4,-4,-4,1,3,-4,-4,-4,-1,3,-4,-4,3,-4,-4,-4,1,3,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,0,10,-4,-4,1,4,-4,-4,1,4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7309,0,0,0,1,1,0,2,2,2,2,0,2,2,1,0,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,7331,-4,0,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,0,-5,-5,-5,-5,-5,3,-4,-4,-4,-1,3,0,1,1,3,1,1,1,3,1,1,1,3,2,1,1,3,3,1,1,3,3,1,1,-5,-5,-5,3,1,-4,3,1,0,4
7311,1,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7333,0,0,1,2,16,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,3,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,-4,-4,3,-4,-4,0,3,-4,-4,0,3,-4,-4,-1,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7313,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7335,0,1,1,1,14,8,-4,-4,0,7334,7336,-4,-4,1,-4,0,8,-4,-4,-4,-1,8,-4,-4,0,-4,8,-4,-4,-4,1,3,-4,-4,-4,0,3,-4,-4,3,-4,-4,-4,1,3,-4,-4,-4,0,3,-4,-4,-4,1,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7315,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7337,-4,1,1,1,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,4,-4,-4,4,-4,-4,-4,0,4,-4,-4,-4,1,4,1,0,-4,-1,4,0,1,1,4,0,1,1,4,0,1,-1,9,0,1,-1,9,0,1,0,4,0,1,0,0,1,-4,0,1,-4,0,1,0,1
7316,0,0,0,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7338,0,0,1,1,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,1,-4,-4,-4,1,2,-4,-4,-4,-4,2,-4,-4,2,-4,-4,-4,-4,2,-4,-4,-4,-4,2,1,0,-4,-4,2,1,0,1,2,1,0,1,2,2,0,1,2,2,0,1,2,2,0,1,2,2,0,1,2,0,-4,2,0,-4,2,0,2,0
7317,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,7339,0,0,1,1,15,8,-4,-4,0,-4,-4,-4,-4,2,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,1,-4,1,-4,-4,-4,-4,2,-4,-4,1,2,-4,-4,1,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,3,0,3
7318,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7340,0,0,1,2,15,8,-4,-4,0,7341,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,1,0,1,1,0,-4,1,0,-4,2,0,2,0
7320,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7342,0,0,1,1,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,1,-4,-4,-4,0,1,-4,-4,-4,1,8,-4,-4,-4,1,1,-4,-4,1,-4,-4,-4,0,1,-4,-4,-4,-2,-5,-5,-5,-5,-5,1,-4,-4,0,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,0,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4
7321,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,7343,-4,0,1,1,13,8,-4,-4,0,7344,-4,-4,-4,2,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,1,3,-4,-4,-4,-4,9,-4,-4,-4,1,4,-4,-4,0,-5,-5,-5,-5,4,-4,-4,1,4,-4,-4,1,4,1,0,1,4,1,0,1,2,0,-4,2,0,-4,2,0,-5,-5
7325,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7347,1,0,1,1,14,8,-4,-4,0,7346,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,1,-4,-4,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,3,-4,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,1,3,-4,-4,0,3,-4,-4,1,3,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7326,0,0,1,0,2,1,2,0,0,1,1,0,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7348,0,1,1,2,14,8,-4,-4,0,-4,-4,-4,-4,2,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,1,10,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,1,0,-4,2,0,2,0
7328,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7350,1,0,1,1,15,1,-4,-4,0,7349,7351,-4,-4,2,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,1,-4,-4,-4,0,1,-4,-4,-4,0,1,-4,-4,-4,1,1,-4,-4,1,1,1,0,1,1,1,0,1,1,2,0,1,2,2,0,1,9,2,0,-1,2,0,-4,1,1,-4,1,1,1,0
7330,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,7352,-4,0,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,0,-4,8,-4,-4,-5,-5,-5,-5,-5,-4,-1,8,-4,-4,0,-4,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,3,0,1,1,3,0,1,1,3,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,-4,1,0,-4,1,0,1,0
7333,0,0,0,0,0,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355,-4,0,1,1,13,8,-4,-4,0,7354,-4,-4,-4,2,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,1,-4,-4,-4,1,2,-4,-4,-4,1,2,-4,-4,2,-4,-4,-4,1,2,-4,-4,-4,1,2,-4,-4,-4,-4,2,-4,-4,0,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,1,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7334,1,1,1,0,1,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7356,1,0,1,1,14,8,-4,-4,0,-4,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,9,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,-4,1,5,1,0,1,10,0,1,1,5,0,1,1,9,0,1,1,10,0,1,0,5,0,1,1,1,0,-4,0,1,-4,0,1,0,1
7335,0,1,2,2,2,2,2,2,2,1,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7357,0,0,1,2,15,8,-4,-4,0,7358,7359,-4,-4,2,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,-4,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,1,0,-4,1,0,-4,1,0,1,0
7337,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359,-4,0,1,2,12,8,-4,-4,0,7357,7358,-4,-4,2,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,8,-4,-4,0,-4,8,-4,-4,-1,-4,8,-4,-4,0,-4,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,-2,3,-4,-4,0,3,-4,-4,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
7338,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,2,2,2,3,3,3,3,2,2,2,7360,1,0,1,1,16,8,-4,-4,0,-4,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-4,-4,-4,-4,9,-4,-4,-4,-4,9,-4,-4,1,4,1,0,1,4,1,0,1,9,1,0,1,9,2,0,1,5,2,0,-1,0,2,-4,0,2,-4,0,2,0,2
7340,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,7362,0,1,1,1,16,8,-4,-4,0,-4,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,9,-4,-4,-4,-4,4,-4,-4,1,5,-4,-4,1,-5,-5,-5,-5,5,-4,-4,1,5,-4,-4,1,6,-4,-4,1,1,0,-4,2,0,-4,-5,-5,2,0
7342,0,0,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7364,1,1,1,1,14,8,-4,-4,0,-4,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,0,1,-4,1,8,0,1,-4,-4,3,1,1,10,1,1,-4,1,4,0,2,-4,-4,4,0,2,-4,1,4,-3,-3,1,4,0,2,1,4,1,1,1,9,0,2,1,9,1,1,1,4,1,1,1,3,0,-4,3,0,-4,3,0,2,1
7343,0,2,2,1,1,2,0,2,2,0,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,7365,1,0,1,2,16,8,-4,-4,0,7366,7367,-4,-4,1,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,4,1,0,-4,-4,4,2,0,4,2,0,-4,1,4,3,0,-4,-4,4,3,0,-4,-4,4,3,0,1,4,3,0,1,4,3,0,1,4,3,0,1,9,3,0,1,9,3,0,1,3,0,-4,3,0,-4,3,0,2,0
7344,0,0,0,1,1,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7366,0,0,1,2,15,8,-4,-4,0,7365,7367,-4,-4,1,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,6,-4,-4,0,-4,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,-4,-4,0,-4,-4,1,-4,-4,-4,-4
7346,0,0,2,2,0,0,0,2,2,0,2,2,2,2,2,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,7368,1,0,1,2,15,8,1,0,0,-4,-4,-4,-4,1,-4,1,8,1,0,-4,1,3,1,0,-4,1,9,1,0,-5,-5,-5,-5,-5,-4,1,5,1,0,5,1,0,-4,-4,5,2,0,-4,1,-5,-5,-5,-5,-5,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,1,2,0,-4,1,1,-4,2,0,1,0
7348,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7370,1,1,1,2,14,8,-4,-4,0,7369,7371,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,3,1,0,-4,1,3,1,0,-4,0,3,1,0,-4,0,3,1,0,0,3,2,0,0,3,2,0,0,3,2,0,0,3,2,0,0,3,2,0,0,3,0,-4,3,0,-4,3,0,3,0
7351,0,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373,0,0,1,2,15,8,-4,-4,0,7374,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,4,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,10,1,0,-4,-4,6,1,0,1,-4,11,1,0,1,-4,6,1,0,0,6,1,0,1,6,1,0,1,6,1,0,1,6,1,0,1,6,1,0,0,1,0,-4,1,0,-4,1,0,1,0
7353,0,0,0,2,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7375,-4,0,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,2,-4,-4,-4,-1,2,-4,-4,-5,-5,-5,-5,-5,-4,-4,2,-4,-4,2,-4,-4,-4,1,4,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,1,4,-4,-4,1,4,0,1,1,4,0,1,0,-5,-5,-5,-5,4,0,0,1,0,0,-4,0,0,-4,-5,-5,-5,-5
7354,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,7376,1,0,1,1,16,8,-4,-4,0,7377,7378,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,1,-5,-5,-5,-5,3,-4,-4,1,-4,-4,-4,1,0,-4,2,0,2,0
7357,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,7379,1,0,1,2,16,8,-4,-4,0,7380,-4,-4,-4,1,-4,1,8,1,0,-4,0,3,1,0,-4,0,3,1,0,-4,1,3,2,0,-4,-4,3,2,0,3,2,0,-4,-4,3,2,0,-4,-4,3,2,0,-4,-4,3,2,0,1,3,2,0,1,3,2,0,1,3,2,0,1,10,2,0,1,10,2,0,1,2,0,-4,2,0,-4,2,0,1,0
7358,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7380,-4,0,1,2,13,8,-4,-4,0,7379,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,1,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,9,-4,-4,-4,-4,5,-4,-4,-4,1,5,-4,-4,-4,-4,5,1,0,1,5,1,0,1,5,1,0,1,5,1,0,1,5,1,0,1,5,1,0,1,1,0,-4,1,0,-4,0,1,1,0
7362,0,0,0,0,0,2,2,1,2,0,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7384,0,0,1,2,14,8,-4,-4,0,7382,7383,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,1,3,-4,-4,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,1,0,-4,1,0,-4,1,0,1,0
7363,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385,1,0,1,2,16,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,6,-4,-4,-4,1,6,-4,-4,-4,0,9,-4,-4,-4,0,6,-4,-4,0,6,-4,-4,1,6,-4,-4,1,6,1,0,1,6,1,0,1,11,1,0,1,1,0,-4,1,0,-4,1,0,1,0
7364,0,2,0,2,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,7386,0,0,1,1,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,0,4,-4,-4,1,4,-4,-4,0,-3,-4,-4,1,-4,-4,-4,1,0,-4,1,0,1,0
7365,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7387,0,1,1,1,15,8,-4,-4,0,7388,-4,-4,-4,1,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,3,-4,-4,3,-4,-4,1,-4,-5,-5,-5,-5,-5,3,-4,-4,-4,1,3,-4,-4,0,3,-4,-4,1,3,-4,-4,1,-5,-5,-5,-5,3,-4,-4,1,3,-4,-4,1,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4
7366,0,0,0,0,0,0,0,2,2,0,1,1,2,2,2,2,2,2,0,0,2,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,2,7388,-4,1,1,2,12,8,-4,-4,0,7387,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,1,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,6,-4,-4,1,-5,-5,-5,-5,6,1,0,1,6,1,0,1,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,1,0
