,EMP_HOURS_1997.48,EMP_HOURS_1998.48,EMP_HOURS_1999.48,EMP_HOURS_2000.48,EMP_HOURS_2001.48,EMP_HOURS_2002.48,EMP_HOURS_2003.48,EMP_HOURS_2004.48,EMP_HOURS_2005.48,EMP_HOURS_2006.48,EMP_HOURS_2007.48,EMP_HOURS_2008.48,EMP_HOURS_2009.48,EMP_HOURS_2010.48,EMP_HOURS_2011.48,EMP_HOURS_2012.48,EMP_HOURS_2013.48,EMP_HOURS_2014.48,EMP_HOURS_2015.48,EMP_HOURS_2016.48,EMP_HOURS_2017.48,EMP_HOURS_2018.48,EMP_HOURS_2019.48,SCH_COLLEGE_STATUS_2012.12,SCH_COLLEGE_STATUS_2013.12,SCH_COLLEGE_STATUS_2014.12,SCH_COLLEGE_STATUS_2015.12,SCH_COLLEGE_STATUS_2016.12,SCH_COLLEGE_STATUS_2017.12,SCH_COLLEGE_STATUS_2018.12,SCH_COLLEGE_STATUS_2019.12,MAR_STATUS_1997.12,MAR_STATUS_1998.12,MAR_STATUS_1999.12,MAR_STATUS_2000.12,MAR_STATUS_2001.12,MAR_STATUS_2002.12,MAR_STATUS_2003.12,MAR_STATUS_2004.12,MAR_STATUS_2005.12,MAR_STATUS_2006.12,MAR_STATUS_2007.12,MAR_STATUS_2008.12,MAR_STATUS_2009.12,MAR_STATUS_2010.12,MAR_STATUS_2011.12,MAR_STATUS_2012.12,MAR_STATUS_2013.12,MAR_STATUS_2014.12,MAR_STATUS_2015.12,MAR_STATUS_2016.12,MAR_STATUS_2017.12,MAR_STATUS_2018.12,MAR_STATUS_2019.12,PUBID,YSAQ-299,YOUTH_NONR1INHH.01,YOUTH_PARENTGUAR.01,KEY!SEX,KEY!AGEDOL,CV_ENROLLSTAT,CV_BIO_CHILD_HH,CV_BIO_CHILD_NR,CV_SAMPLE_TYPE,YOUTH_SIBID01.01,YOUTH_SIBID02.01,YOUTH_SIBID03.01,YOUTH_SIBID04.01,KEY!RACE_ETHNICITY,YSAQ-299.1,YSAQ-299B,CV_ENROLLSTAT_EDT,CV_BIO_CHILD_HH.1,CV_BIO_CHILD_NR.1,YSAQ-299.2,YSAQ-299B.1,CV_ENROLLSTAT_EDT.1,CV_BIO_CHILD_HH.2,CV_BIO_CHILD_NR.2,YSAQ-299.3,YSAQ-299B.2,CV_ENROLLSTAT_EDT.2,CV_BIO_CHILD_HH.3,CV_BIO_CHILD_NR.3,YSAQ-299.4,YSAQ-299B.3,CV_ENROLLSTAT_EDT.3,CV_BIO_CHILD_HH.4,CV_BIO_CHILD_NR.4,YSAQ2-299,YSAQ2-299B,CV_ENROLLSTAT_EDT.4,CV_BIO_CHILD_HH.5,CV_BIO_CHILD_NR.5,CV_ENROLLSTAT_EDT.5,CV_BIO_CHILD_HH.6,CV_BIO_CHILD_NR.6,YSAQ2-299.1,YSAQ2-299B.1,CV_ENROLLSTAT_EDT.6,CV_BIO_CHILD_HH.7,CV_BIO_CHILD_NR.7,YSAQ2-299.2,YSAQ2-299B.2,CV_ENROLLSTAT.1,CV_BIO_CHILD_HH.8,CV_BIO_CHILD_NR.8,YSAQ2-299.3,YSAQ2-299B.3,CV_ENROLLSTAT.2,CV_BIO_CHILD_HH.9,CV_BIO_CHILD_NR.9,YSAQ2-299B.4,CV_ENROLLSTAT.3,CV_BIO_CHILD_HH.10,CV_BIO_CHILD_NR.10,YSAQ2-299B.5,CV_ENROLLSTAT.4,CV_BIO_CHILD_HH.11,CV_BIO_CHILD_NR.11,YSAQ2-299B.6,CV_ENROLLSTAT.5,CV_BIO_CHILD_HH.12,CV_BIO_CHILD_NR.12,YSAQ2-299B.7,CV_ENROLLSTAT.6,CV_BIO_CHILD_HH.13,CV_BIO_CHILD_NR.13,YSAQ2-299B.8,CV_ENROLLSTAT.7,CV_BIO_CHILD_HH.14,CV_BIO_CHILD_NR.14,YSAQ2-299B.9,CV_BIO_CHILD_HH.15,CV_BIO_CHILD_NR.15,YSAQ2-299.4,CV_BIO_CHILD_HH.16,CV_BIO_CHILD_NR.16,YSAQ2-299.5,CV_BIO_CHILD_HH.17,CV_BIO_CHILD_NR.17,CV_BIO_CHILD_HH_U18,CV_BIO_CHILD_NR_U18
7245,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,7267,-4,0,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,8,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,-4,0,3,-4,-4,0,3,-4,-4,1,3,-4,-4,1,3,0,1,1,3,0,1,1,3,0,1,1,1,1,-4,1,1,-4,2,1,2,1
7246,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7268,0,0,1,2,14,8,-4,-4,0,7269,-4,-4,-4,1,-4,1,8,-4,-4,-4,0,8,-4,-4,-4,0,9,-4,-4,-4,0,9,-4,-4,-4,1,9,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,0,4,-4,-4,-4,0,4,-4,-4,1,4,-4,-4,0,4,1,0,1,4,1,0,0,4,1,0,0,4,1,0,0,1,0,-4,1,0,-4,1,0,1,0
7247,0,0,0,0,0,0,2,0,0,2,2,2,2,2,0,0,1,2,2,2,2,0,2,1,1,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,7269,-4,0,1,2,13,8,-4,-4,0,7268,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,3,1,0,-4,1,3,1,0,3,1,0,-4,0,3,1,0,-4,-4,3,1,0,-4,0,3,1,0,1,3,1,0,1,3,1,0,0,3,1,0,1,3,1,0,1,3,1,0,1,2,0,-4,2,0,-4,2,0,1,0
7251,0,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,0,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,0,-4,3,-4,-4,3,-4,-4,0,-4,3,-4,-4,1,-4,3,-4,-4,1,-4,3,0,1,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,1,0,-4,1,0,-4,1,0,1,0
7254,0,0,0,0,0,0,0,2,2,1,2,1,2,2,2,0,0,0,2,2,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7276,1,0,1,1,14,8,-4,-4,0,7277,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,0,1,-4,1,1,0,1,-4,1,2,0,1,2,0,1,-4,1,2,0,1,-4,1,2,0,1,-4,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,0,0,1,-4,0,1,-4,0,1,0,0
7255,0,0,0,0,0,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7277,-4,0,1,1,13,8,-4,-4,0,7276,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,2,-4,-4,2,-4,-4,-4,1,2,-4,-4,-4,1,2,0,1,-4,1,2,0,1,1,2,0,2,1,2,0,2,1,2,0,2,1,2,0,3,1,2,0,3,1,0,4,-4,0,4,-4,4,0,4,0
7256,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,2,2,2,1,1,2,2,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7278,-4,0,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,0,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,10,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7280,0,0,1,1,14,8,-4,-4,0,7281,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,0,1,-4,-4,-4,1,1,-4,-4,1,-4,-4,-4,1,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,3,-4,-4,-4,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,0,3,0,1,-1,0,1,-4,0,1,-4,0,1,-5,-5
7262,0,0,1,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,7284,0,1,1,2,16,8,-4,-4,0,-4,-4,-4,-4,2,-4,1,3,-4,-4,-4,0,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,-5,-5,-5,-5,-5,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,-4,-4,-4,1,0,-4,1,0,1,0
7268,0,1,0,0,1,1,1,1,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7290,0,1,1,1,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7269,0,0,1,0,2,2,2,2,2,0,0,1,2,2,1,2,2,2,2,0,2,2,2,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,7291,0,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,-1,8,-4,-4,1,-4,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,1,0,-4,1,3,1,0,-4,1,3,1,0,-4,1,3,1,0,1,9,1,0,1,9,1,0,1,5,1,0,1,5,1,0,1,5,1,0,1,1,0,-4,1,0,-4,1,0,2,0
7270,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,7292,0,1,1,1,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,6,-4,-4,-4,-4,6,-4,-4,-4,1,6,-4,-4,1,6,1,0,1,6,1,0,1,6,0,1,0,6,0,1,1,6,0,1,0,0,1,-4,0,1,-4,0,1,0,1
7271,0,0,0,0,2,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,7293,0,1,1,2,15,8,-4,-4,0,7294,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,11,-4,-4,-4,-4,10,-4,-4,1,-4,10,-4,-4,1,-4,11,-4,-4,1,-5,-5,-5,-5,6,-4,-4,1,6,-4,-4,1,6,-4,-4,-1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7272,0,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294,-4,1,1,2,12,8,-4,-4,0,7293,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,-4,10,-4,-4,10,-4,-4,1,-4,10,-4,-4,-4,-1,10,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,6,1,0,-1,6,1,0,1,6,1,0,-1,6,1,0,-1,1,0,-4,1,0,-4,1,0,1,0
7274,0,0,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7296,0,1,1,2,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,0,10,-4,-4,-4,0,11,-4,-4,-4,0,11,-4,-4,0,11,-4,-4,0,7,-4,-4,0,7,-4,-4,0,7,-4,-4,0,7,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7277,0,0,0,0,2,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7299,-4,0,1,1,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,-4,1,10,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,11,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0
7278,0,0,0,1,1,2,2,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,7300,0,0,1,1,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,1,-4,-4,-5,-5,-5,-5,-5,-4,1,1,-4,-4,-4,-4,1,-4,-4,1,-4,-4,-4,-4,1,-4,-4,-4,-4,1,-4,-4,-4,-4,1,-4,-4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,2,-4,1,0,1,-1,0,2,-4,-5,-5,-5,0,2,0,2
7279,0,1,1,2,1,1,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7301,1,1,1,2,16,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,9,-4,-4,-4,1,4,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,0,0,1,4,0,0,1,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,1,0,-4,1,0,-4,1,0,1,0
7280,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7302,-4,0,1,2,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,3,-4,-4,3,-4,-4,0,-4,3,-4,-4,0,-4,9,-4,-4,-1,-4,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7281,1,1,0,0,2,0,1,1,0,2,0,2,0,0,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,0,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,4,1,0,10,0,1,-4,0,10,1,0,-4,-4,10,1,0,-4,-4,6,1,1,1,11,1,1,1,11,1,1,1,6,1,1,1,6,1,1,1,11,1,1,0,1,1,-4,1,1,-4,1,1,1,1
7283,0,0,0,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7305,-4,0,1,2,12,8,-4,-4,0,7304,-4,-4,-4,1,-4,-4,1,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,1,-4,9,-4,-4,9,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,1,0,-4,1,0,-4,-5,-5,1,0
7284,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-3,-3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2,2,2,2,2,7306,0,0,1,2,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,-1,8,-4,-4,-1,-4,10,-4,-4,1,-4,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,9,-4,-4,0,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7285,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7307,0,0,1,1,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,9,-4,-4,-4,0,9,-4,-4,5,-4,-4,-4,-4,5,-4,-4,-4,1,5,-4,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,-5,-5,-5,-5,5,-4,-4,1,5,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7290,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,2,2,3,3,3,7312,-4,0,1,1,12,8,-4,-4,0,7311,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,9,0,1,9,0,1,-4,1,4,0,1,-4,-4,4,0,2,-4,1,4,0,2,1,4,3,0,1,4,3,0,1,4,3,0,1,4,3,0,1,4,3,0,1,0,3,-4,1,3,-4,0,4,0,3
7291,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,7313,1,0,1,2,16,8,-4,-4,0,7314,-4,-4,-4,1,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,1,10,1,0,-4,1,10,1,0,1,10,1,0,1,10,1,0,1,6,1,0,1,6,1,0,1,6,1,0,1,1,0,-4,1,0,-4,1,0,-5,-5
7292,0,0,0,1,0,0,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,7314,-4,0,1,1,12,8,-4,-4,0,7313,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,9,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,0,1,1,4,0,1,1,4,0,2,1,4,0,2,1,4,0,2,1,4,0,2,1,0,2,-4,0,2,-4,3,0,1,2
7293,0,0,0,1,0,1,1,0,1,2,2,2,2,0,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,7315,0,0,1,1,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,0,1,-4,-4,-4,0,8,-4,-4,2,-4,-4,-4,0,4,-4,-4,-4,-4,4,-4,-4,-4,0,4,-4,-4,0,4,-4,-4,0,4,-4,-4,1,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,0,1,-4,1,0,-4,1,0,1,0
7294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7316,-4,0,1,1,13,8,-4,-4,0,7317,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,1,-4,-4,1,0,1,-4,0,1,0,1,-4,1,1,0,1,-4,0,1,0,1,-2,-5,-5,-5,-5,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,-4,0,1,-4,0,1,0,1
7295,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,7317,-4,0,1,2,12,8,-4,-4,0,7316,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,0,8,-4,-4,-4,1,8,1,0,1,2,0,-4,1,1,2,0,-4,-4,1,2,0,-4,-4,1,3,0,0,1,4,0,1,1,5,0,0,1,5,0,1,1,5,0,0,1,6,0,1,6,0,-4,6,0,-4,0,6,5,1
7297,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7319,0,0,1,2,16,1,1,0,0,7320,-4,-4,-4,1,-4,0,1,1,0,-4,0,1,2,0,-4,1,1,2,0,-4,1,1,3,0,-4,1,8,3,0,1,3,0,-4,1,1,4,0,-4,1,1,4,0,-4,1,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,1,1,4,0,1,4,0,-4,4,0,-4,4,0,1,0
7298,0,0,0,0,0,0,1,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,7320,0,0,1,1,15,8,-4,-4,0,7319,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,1,-4,-4,-4,0,1,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,1,-4,-4,-4,1,1,-4,-4,-4,0,1,-4,-4,-4,-4,1,-4,-4,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,-4,0,1,-4,0,1,1,0
7299,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2,2,2,2,2,0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,7321,-4,0,1,2,13,8,-4,-4,0,-4,-4,-4,-4,1,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,3,1,0,3,2,0,-4,-4,3,2,0,-4,1,3,2,0,-4,1,3,2,0,1,3,2,0,1,3,2,0,0,3,1,1,1,9,2,0,1,4,2,0,1,2,0,-4,2,0,-4,2,0,3,0
7301,0,0,0,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7323,-4,1,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,0,9,-4,-4,-4,1,9,-4,-4,9,-4,-4,-4,1,10,-4,-4,-4,-1,10,-4,-4,-4,-1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,6,-4,-4,-1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0
7302,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7324,1,1,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,6,-4,-4,-4,1,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,11,-4,-4,1,6,1,0,1,1,0,-4,1,0,-4,2,0,2,0
7305,0,0,0,0,2,0,0,2,2,0,2,0,2,2,2,2,2,2,0,0,0,0,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,7327,-4,0,1,2,12,8,-4,-4,0,7326,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,1,0,-4,1,8,1,0,-4,1,1,1,0,-4,1,1,2,0,2,2,0,-4,-4,2,2,0,-4,1,2,2,0,-4,1,4,3,0,1,4,3,0,0,4,4,0,1,4,4,0,1,4,4,0,1,4,4,0,1,5,0,-4,5,0,-4,5,0,4,0
7306,0,0,0,0,2,1,1,0,0,0,0,1,1,1,2,0,0,0,2,2,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7328,0,0,1,2,15,8,-4,-4,0,7329,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,1,0,-4,1,3,1,0,-4,1,3,1,0,3,1,0,-4,-4,-5,-5,-5,-5,-5,3,2,0,-4,-1,3,4,0,0,3,4,0,1,3,4,0,1,3,4,0,0,3,4,0,1,3,4,0,1,4,0,-4,4,0,-4,4,0,3,0
