,Not Sexually Active,Single and Sexually Active,Single and is Parent,Cohabilitating,Cohabilitating and is Parent,Married and Without Children,Married is a Parent,Divorced,Divorced and is a Parent,Prediction,ActualValue,ID,t
16,7.149940336884107e-07,0.06579190888838686,0.0001878644503487691,0.7799621899916707,1.8479627991619204e-07,0.143529137064988,0.0015472282675494235,0.008972668923690313,8.10262305233631e-06,Cohabilitating,Cohabilitating,8,12
17,8.352514032979421e-07,0.06419778521268814,9.70708657573086e-05,0.7766667319395226,8.212051764130755e-08,0.15093147548667601,0.0006225836946743469,0.007480105834100499,3.32959465991547e-06,Cohabilitating,Cohabilitating,8,13
18,9.744860460918823e-07,0.0625620856123789,5.009297378676323e-05,0.7723950292247743,3.644632527385118e-08,0.15851237613732502,0.00025019850375053253,0.0062278401436919985,1.36647192105915e-06,Cohabilitating,Single and Sexually Active,8,14
19,2.1172287839866213e-05,0.9109042683997475,0.00017603972459193055,0.07749610136418464,2.0576159709800073e-05,0.011283149289144341,4.399809472562745e-06,9.426857427465154e-05,2.4391034661887153e-08,Single and Sexually Active,Single and Sexually Active,8,15
20,2.5287836417239082e-05,0.9087603769338227,9.300023906992793e-05,0.0788987450098762,9.348713783953602e-06,0.012131071598543338,1.8101155914867093e-06,8.03493052271662e-05,1.0247667888009918e-08,Single and Sexually Active,Single and Sexually Active,8,16
21,3.0199036954406532e-05,0.9064911430726715,4.912414286822722e-05,0.08031522344523014,4.2469479826326105e-06,0.013040839018257979,7.445884312963912e-07,6.847544276013922e-05,4.304843793046516e-09,Single and Sexually Active,Single and Sexually Active,8,17
22,3.605950259622751e-05,0.9041135236625759,2.594484764155138e-05,0.08174681989902796,1.9290666712918e-06,0.014017066050822464,3.0624674224003455e-07,5.834891577027917e-05,1.8081521423566887e-09,Single and Sexually Active,Single and Sexually Active,8,18
23,4.305209481951793e-05,0.9016340073203899,1.3701091974255223e-05,0.08319395669233799,8.761237469777784e-07,0.015064565980828953,1.2594316086320546e-07,4.971399335928976e-05,7.593822848370905e-10,Single and Sexually Active,Cohabilitating,8,19
24,8.465617536956055e-05,0.00045039891726826066,0.8070548695334531,2.9238244774558116e-05,0.14344984497338575,1.999817967771669e-05,0.04879048954531049,7.616360922166869e-05,4.4340821538958646e-05,Single and is Parent,Single and is Parent,15,8
25,7.909088666644262e-05,0.0003963372429651008,0.7992731060326702,4.058113525972291e-05,0.15040616973566995,2.636275523619504e-05,0.0496417012495179,9.592064851324175e-05,4.073031350107803e-05,Single and is Parent,Single and is Parent,15,9
26,7.385852471677217e-05,0.0003486091757006062,0.7912135599576771,5.629936167139544e-05,0.157629538395123,3.473741624716577e-05,0.050485251177747034,0.00012074887144152379,3.739711967564292e-05,Single and is Parent,Single and is Parent,15,10
27,6.894032463348161e-05,0.00030648643330683184,0.7828719892468182,7.80694753076804e-05,0.16512318887484093,4.575122629006838e-05,0.05131932048708654,0.0001519331582535078,3.432077346270186e-05,Single and is Parent,Single and is Parent,15,11
28,6.431852030725585e-05,0.0002693231722999894,0.7742439355245939,0.00010820543499257393,0.17288947500405283,6.022793743074257e-05,0.05214195352773981,0.00019107861112486208,3.148226745794213e-05,Single and is Parent,Single and is Parent,15,12
29,5.997628268020188e-05,0.0002365467399886147,0.7653245587855626,0.0001498986320785028,0.18092968353384248,7.924539265394484e-05,0.052951038099795254,0.00024018858620581583,2.8863947192561816e-05,Single and is Parent,Single and is Parent,15,13
30,5.589765913677644e-05,0.0002076494518799466,0.7561084008601577,0.000207547181565816,0.189243803335147,0.00010421269540694771,0.05374427832064423,0.0003017610844905072,2.6449411570953744e-05,Single and is Parent,Single and is Parent,15,14
31,5.206751368897401e-05,0.00018218128188968053,0.7465890561754681,0.0002872070877078316,0.1978302293342285,0.00013697029105814887,0.05451915736260372,0.0003789075338493285,2.4223419505771292e-05,Single and is Parent,Single and is Parent,15,15
32,4.847146756570339e-05,0.00015974336491856109,0.7367587222329075,0.00039720945399435495,0.20668537704938608,0.0001799195013143554,0.055272886399803905,0.0004754987278544238,2.2171802255027277e-05,Single and is Parent,Single and is Parent,15,16
33,4.509583975127929e-05,0.0001399822222023562,0.7266075946269863,0.0005490033321239835,0.2158031744706262,0.00023618976777215728,0.05600233490247238,0.0005963434570908988,2.028138097439561e-05,Single and is Parent,Single and is Parent,15,17
34,4.192758696075812e-05,0.00012258462959397048,0.716123062112107,0.0007583042052732345,0.2251743856861853,0.00030985392362406294,0.05670393586689225,0.0007474061003515229,1.853988901192819e-05,Single and is Parent,Single and is Parent,15,18
35,3.895424250186473e-05,0.00010727305771990286,0.7052886460873219,0.0010466547623034135,0.2347857041445579,0.00040620421541725534,0.0573735575994892,0.0009360699921925026,1.693589849610589e-05,Single and is Parent,Single and is Parent,15,19
36,2.8101993186273693e-05,0.00024813982603393,0.8303676998099118,3.0283686448863624e-05,0.14399042782604554,1.696393362184091e-05,0.025148426564464487,0.00012533453913442135,4.4621821152831094e-05,Single and is Parent,Single and is Parent,18,8
37,2.6269567412204694e-05,0.00021848016552118916,0.8228308796016205,4.205616154689801e-05,0.15105920231827086,2.2375610444328836e-05,0.025601787922800042,0.00015793680758012166,4.1011844803975924e-05,Single and is Parent,Single and is Parent,18,9
38,1.6404465329566367e-05,0.003351843732265751,0.8770836584483486,2.430008544617358e-05,0.0883177565858685,3.159443326053739e-05,0.03104448685546028,0.00010553709603638113,2.441829798425204e-05,Single and is Parent,Single and is Parent,18,10
39,1.4504811425409223e-05,0.0028410818047224415,0.8339111913397972,2.8348678905830476e-05,0.13442795005604852,1.355722507221319e-05,0.028316894560777347,0.00043856911530821305,7.902407942866675e-06,Single and is Parent,Single and is Parent,18,11
40,1.3568110031017929e-05,0.002503172357799671,0.8268969869103614,3.939537047732847e-05,0.14112196457938536,1.7894130773088097e-05,0.028846728961673052,0.000553021612742302,7.267966756762191e-06,Single and is Parent,Single and is Parent,18,12
41,1.3524379578375389e-05,0.0023090762337270396,0.8613294621235726,6.568683772167407e-05,0.10291924785159873,7.317511834546712e-05,0.033057560258914945,0.00021313304049173137,1.9134156049399246e-05,Single and is Parent,Single and is Parent,18,13
42,7.932246034582012e-06,0.0016682482751414487,0.7887034263337669,0.00012450386562680755,0.1522843444200017,7.170530166065237e-05,0.056579317123065166,0.0005458908283162936,1.4631606386581311e-05,Single and is Parent,Single and is Parent,18,14
43,1.1072818391764323e-05,0.001706981488826601,0.8038282063803569,0.00010541424238504436,0.16278963053392465,4.102485170434927e-05,0.030406500195762194,0.0011055319386919108,5.63754995653255e-06,Single and is Parent,Single and is Parent,18,15
