,Not Sexually Active,Single and Sexually Active,Single and is Parent,Cohabilitating,Cohabilitating and is Parent,Married and Without Children,Married is a Parent,Divorced,Divorced and is a Parent,Prediction,ActualValue,ID,t
1047,0.5068307783049765,0.30602150554999713,0.11994974932751411,0.0002361537136194049,0.009863358655280605,5.334042515617107e-06,0.05677881291484438,0.0003089157928830554,5.3916983691474505e-06,Not Sexually Active,Not Sexually Active,332,11
1048,0.8116739279527215,0.11754522659135644,0.034486367126636386,0.0001185132506614958,0.006582889773790869,4.173021939200759e-06,0.02956459020307516,2.117323591258235e-05,3.1388439064109327e-06,Not Sexually Active,Not Sexually Active,332,12
1049,0.7741361634825549,0.15655779727561886,0.0343238772406903,0.00016472714498490024,0.00616384923498762,5.830966658838123e-06,0.028609890920378928,3.47159477779204e-05,3.1477863477261146e-06,Not Sexually Active,Single and Sexually Active,332,13
1050,5.393591327836854e-06,0.9693470840317663,0.0018422183999311221,0.024002029855133732,0.00030859530117458375,0.004429573972319617,2.828768750905009e-10,6.243228047376674e-05,2.6722849962345434e-06,Single and Sexually Active,Single and Sexually Active,332,14
1051,3.85950914792605e-06,0.9686509104224542,0.0013756510580670797,0.025030210996977234,0.00021679187989430122,0.004643763854633939,2.0538090449512221e-10,7.680142297393828e-05,2.010650470478355e-06,Single and Sexually Active,Single and Sexually Active,332,15
1052,2.7611970587540707e-06,0.9677575395417886,0.0010270385544734746,0.026097105381838504,0.00015226777559469465,0.004867316469674722,1.490850063839479e-10,9.445840857057659e-05,1.512521915618213e-06,Single and Sexually Active,Single and Sexually Active,332,16
1053,1.772398681478478e-06,0.9678286998537394,0.0004137714331327353,0.024106851305394045,4.179376947722609e-05,0.007534276665396893,1.7339761693081519e-10,7.158461385799276e-05,1.2497869224915064e-06,Single and Sexually Active,Single and Sexually Active,332,17
1054,1.8075151703664515e-06,0.9208678406304195,0.0007146795804116943,0.047782170817192764,9.52876447639277e-05,0.030458637625472434,2.5428485325823173e-10,7.665531049257535e-05,2.920621791980035e-06,Single and Sexually Active,Single and Sexually Active,332,18
1055,1.2899710788374982e-06,0.9177603141536759,0.0005322584064567016,0.04969656828603408,6.676275960104109e-05,0.03184656728632458,1.8413107679796373e-10,9.404729304487804e-05,2.1916596530727857e-06,Single and Sexually Active,Single and Sexually Active,332,19
1056,7.051088942146648e-06,0.843464035305593,0.005485067486935179,0.13344158471571385,0.003445371367640176,0.011967417407483343,0.0021516052096910913,3.7487442509263074e-05,3.7997549200013955e-07,Single and Sexually Active,Single and Sexually Active,333,8
1057,1.1984714048528568e-05,0.8426577961230578,0.0026867386721643296,0.13676677750453056,0.0028120235549966804,0.013490607395997195,0.001538927743528473,3.487117358371749e-05,2.731180927285846e-07,Single and Sexually Active,Single and Sexually Active,333,9
1058,3.1014843617810323e-06,0.8129441955215377,0.00028941633825903067,0.18201179736573364,0.0019387276074432707,0.0022476968116737655,0.0004916873825991619,7.322737918562698e-05,1.5010920594741041e-07,Single and Sexually Active,Single and Sexually Active,333,10
1059,5.253733893766426e-06,0.8094171476516396,0.00014128416457851402,0.1859156520282156,0.0015769818724573326,0.0025252000349765664,0.000350486825753055,6.78861585945368e-05,1.0752989085493367e-07,Single and Sexually Active,Single and Sexually Active,333,11
1060,8.896680728450706e-06,0.805648355617184,6.894859002703587e-05,0.1898426675998147,0.0012823248707615417,0.002836059263435418,0.0002497559196245689,6.291445455639516e-05,7.700386790778734e-08,Single and Sexually Active,Single and Sexually Active,333,12
1061,4.5266214676150964e-05,0.8156694461056816,6.651509002508867e-05,0.17475637105026604,0.0012934556687454089,0.007686856886822087,0.00046874119623384775,1.325936032881412e-05,8.842722100288484e-08,Single and Sexually Active,Single and Sexually Active,333,13
1062,7.661865992103906e-05,0.8114985682532256,3.2445354516405495e-05,0.17836569507022715,0.0010512919818581876,0.008629164532687176,0.0003338701986424674,1.2282653871367841e-05,6.329505057411641e-08,Single and Sexually Active,Single and Sexually Active,333,14
1063,0.0001296431447627312,0.8070788261804887,1.5821202778445575e-05,0.18198863844056554,0.0008541807660546471,0.009683744814613081,0.00023772607468454797,1.1374085443467173e-05,4.52906087528067e-08,Single and Sexually Active,Cohabilitating,333,15
1064,0.000775896034349256,0.25765223364274137,1.0331752504040835e-05,0.4709415042138567,0.003009345539408654,0.2675444118968356,3.9177016402797688e-31,6.627691899841918e-05,1.3059241717322144e-12,Cohabilitating,Cohabilitating,333,16
1065,0.0012613689134525357,0.24619866494121426,4.840436789874252e-06,0.4616613294349946,0.002349211288864626,0.2884656178294136,2.6801191895109272e-31,5.8967154372586945e-05,8.978007281754462e-13,Cohabilitating,Cohabilitating,333,17
1066,0.002044913419942935,0.2346019866040986,2.26146214401441e-06,0.4513092544694215,0.0018288004129834922,0.3101604654976015,1.8283993920546492e-31,5.231813319245675e-05,6.155114783327958e-13,Cohabilitating,Cohabilitating,333,18
1067,0.0033052223311627236,0.2228797587747204,1.0533847897589796e-06,0.4398635068040575,0.0014193957317613567,0.3324847836220883,1.2436007633807626e-31,4.627935099927965e-05,4.207123985535667e-13,Cohabilitating,Cohabilitating,333,19
1068,2.1532182056032855e-06,0.8654444204865681,0.047815942581754964,0.07373783978451785,0.008486832603826558,0.003456325022487434,0.001013624662152527,1.3165939470440255e-05,2.969570101657658e-05,Single and Sexually Active,Single and Sexually Active,344,8
1069,2.646516939713749e-06,0.8885023471889609,0.02599494225427615,0.07725443168847677,0.003968038972247406,0.0038240728596251553,0.00042913344063660083,1.1548080225252972e-05,1.2838998611963052e-05,Single and Sexually Active,Single and Sexually Active,344,9
1070,9.83583658738391e-06,0.9717672620448694,0.0007327693951953025,0.02642280722937812,1.0975167623668739e-05,0.0010251388735791412,3.721334659134302e-06,2.7447865514829888e-05,4.225259296127197e-08,Single and Sexually Active,Single and Sexually Active,344,10
1071,7.997429232039309e-06,0.9038986975459268,0.0015406395871223847,0.08753632612556643,0.00020019360577518518,0.006734753493704248,6.053329098200745e-05,2.070868991910143e-05,1.502317718714375e-07,Single and Sexually Active,Single and Sexually Active,344,11
1072,9.560700780806612e-06,0.9025927552163384,0.0008146477723777972,0.08920187694339834,9.10401952206481e-05,0.007247462428696656,2.4926549299710276e-05,1.7667017899345114e-05,6.317598836064316e-08,Single and Sexually Active,Single and Sexually Active,344,12
1073,1.1423881767402806e-05,0.9008419015002088,0.0004305497568331945,0.0908540564854181,4.1380983796504256e-05,0.007795336978030351,1.0259228185973358e-05,1.506463194279628e-05,2.655381671226895e-08,Single and Sexually Active,Single and Sexually Active,344,13
1074,1.3646159530299354e-05,0.8988310881550956,0.00022748333857716062,0.09250973218010496,1.880360907307552e-05,0.008382172340616043,4.221239456632791e-06,1.2841819847466869e-05,1.1157698774551894e-08,Single and Sexually Active,Single and Sexually Active,344,14
1075,1.6297618066942797e-05,0.8966532748386259,0.00012016909374223077,0.0941775681983113,8.542767038101812e-06,0.009011461372747874,1.7365297810486336e-06,1.094489420848128e-05,4.6874781821400624e-09,Single and Sexually Active,Single and Sexually Active,344,15
1076,1.9461511351204295e-05,0.8943545668945304,6.347090848489476e-05,0.09586194948334481,3.880562200600092e-06,0.009686627543178753,7.142713304601778e-07,9.326856592851313e-06,1.9689859727350345e-09,Single and Sexually Active,Single and Sexually Active,344,16
1077,2.3236891360040654e-05,0.8919570750427781,3.35201288160676e-05,0.09756500631278299,1.76254320041751e-06,0.01041115740488737,2.9376039082960444e-07,7.94708880409441e-06,8.269800270717898e-10,Single and Sexually Active,Single and Sexually Active,344,17
1078,2.7741687314074142e-05,0.8894705258564534,1.770068300166058e-05,0.09928766069015535,8.004574906514065e-07,0.011188678765568517,1.2080269889870983e-07,6.770710020688137e-06,3.472968150036405e-10,Single and Sexually Active,Single and Sexually Active,344,18
1079,3.31163384095319e-05,0.8868981789840931,9.346068606593246e-06,0.10103016787718852,3.634890818563404e-07,0.012023009561173066,4.967234139122534e-08,5.767863271157887e-06,1.458348015483545e-10,Single and Sexually Active,Single and Sexually Active,344,19
1080,3.0243156254353235e-06,0.00011268180576596204,0.7984668240596421,5.174829458817872e-05,0.18138271795165614,1.0166312679544773e-05,0.019814424139269503,8.521517393870668e-05,7.319794683468505e-05,Single and is Parent,Single and is Parent,347,8
1081,2.821354900767288e-06,9.9011160384977e-05,0.7896085095070635,7.171858999212245e-05,0.18989970051377983,1.33821717816215e-05,0.020130554701214352,0.0001071628687502827,6.713913213241452e-05,Single and is Parent,Single and is Parent,347,9
1082,2.6306474072630647e-06,8.695385054836147e-05,0.7804428025495467,9.934402671746024e-05,0.19871331577612278,1.76061360627463e-05,0.020441103867391962,0.0001346933155252189,6.154983067730816e-05,Single and is Parent,Single and is Parent,347,10
1083,2.4515038099071463e-06,7.632353806007869e-05,0.7709662155952272,0.00013753612485519674,0.20782350652424705,2.315082728441004e-05,0.020745215740854233,0.0001692048328765202,5.639531278544831e-05,Single and is Parent,Single and is Parent,347,11
1084,2.283271262159309e-06,6.695502523460862e-05,0.7611751871197571,0.0001903035176270998,0.21722878551052716,3.042453742336064e-05,0.021041978578179493,0.00021243911871328934,5.164332127584524e-05,Single and is Parent,Single and is Parent,347,12
1085,3.1247948214048037e-06,6.716658998920765e-05,0.7605646420675688,0.0001579665986576786,0.2276621581795963,1.706560665959902e-05,0.01108657254258887,0.0004217955389630021,1.950808115499602e-05,Single and is Parent,Single and is Parent,347,13
1086,1.977095561158701e-06,5.1434298375026607e-05,0.7406336634540914,0.00036368647870396926,0.23690981871731068,5.245165503633408e-05,0.02160946851466565,0.0003342706309763248,4.322915527939484e-05,Single and is Parent,Single and is Parent,347,14
1087,1.8380071019446754e-06,4.503727336304621e-05,0.729873018511884,0.0005022868094182567,0.24717261505135382,6.880361409089452e-05,0.021877983479945278,0.00041890402667151867,3.9513226171454957e-05,Single and is Parent,Cohabilitating and is Parent,347,15
1088,6.372836079597585e-07,6.384800822152576e-05,0.14448204640907958,0.00036133640218384745,0.8060081258010366,6.974405935408599e-05,0.047284411996571185,0.0001627467827401134,0.001567103257205077,Cohabilitating and is Parent,Cohabilitating and is Parent,347,16
1089,2.654183993711017e-07,3.275587611413046e-05,0.09394588502396024,0.0004863351394418566,0.8468715192114648,4.853047119073197e-05,0.05746777053378175,0.0002959967087774638,0.0008509416168697075,Cohabilitating and is Parent,Cohabilitating and is Parent,347,17
1090,5.154352969768467e-07,4.58129494796976e-05,0.13131186415141222,0.0006450053432001326,0.8210627770998449,0.00011230877520086096,0.04535725480636561,0.00023919241263133773,0.0012252690265681884,Cohabilitating and is Parent,Cohabilitating and is Parent,347,18
1091,2.135456488935405e-07,2.3380210251671735e-05,0.08493489178754728,0.0008635858934153139,0.8581688855855855,7.773905748756582e-05,0.05483671253961279,0.0004327530752058534,0.0006618383052451132,Cohabilitating and is Parent,Divorced and is a Parent,347,19
1092,4.369609776879695e-06,0.9086796109709777,0.01879204061269878,0.056836858274052895,0.004296702608920058,0.01129612420767665,2.125571697621521e-09,1.0007330226786302e-06,9.329085730260618e-05,Single and Sexually Active,Single and Sexually Active,352,8
1093,3.138492447292269e-06,0.9114296692250035,0.014085280781177488,0.059493702626252865,0.0030297960391203575,0.011886719729509724,1.549040493192662e-09,1.2356705455809349e-06,7.045588690275316e-05,Single and Sexually Active,Cohabilitating,352,9
1094,2.1139325057406044e-06,0.4457620366153032,0.014567193843637829,0.4835446945683662,0.02040132473405939,0.03572016782039239,1.3945421259556885e-07,2.329031522135262e-06,5.459191272706571e-16,Cohabilitating,Cohabilitating,352,10
1095,1.4115095713975827e-06,0.6221360998774217,0.006254095931472045,0.3528169821294859,0.005872809200985035,0.012914157672339083,6.666297191586353e-08,4.377015752756473e-06,1.7587404260165358e-16,Single and Sexually Active,Single and Sexually Active,352,11
1096,1.1527467885025371e-06,0.9116703487443133,0.005879193323359431,0.06763497520084977,0.0010529923604906948,0.013728947592597006,5.942939919456643e-10,2.3058636243791696e-06,3.0083573682886745e-05,Single and Sexually Active,Single and Sexually Active,352,12
1097,8.239708255361598e-07,0.9100173844005293,0.004385395717154498,0.07045498880261493,0.0007389291490771213,0.014377033724888555,4.3101048210616346e-10,2.833463107004966e-06,2.2610340792576303e-05,Single and Sexually Active,Single and Sexually Active,352,13
1098,5.885966227183136e-07,0.9077987176665988,0.0032690973399717976,0.07334663304135332,0.0005182131083991815,0.015046287395675609,3.123937539358187e-10,3.479601613022113e-06,1.6982937371815735e-05,Single and Sexually Active,Single and Sexually Active,352,14
1099,4.2024600357676985e-07,0.9051266167274425,0.002435716911992046,0.0763182687386627,0.00036324018256673216,0.01573871639346455,2.2630635348717632e-10,4.270919442822067e-06,1.274965411852501e-05,Single and Sexually Active,Single and Sexually Active,352,15
1100,2.9992106087355676e-07,0.9020833203598904,0.0018140252011675316,0.07937694546728327,0.0002545053530525442,0.016456095972083484,1.6387348773705807e-10,5.239993902208665e-06,9.56756768619178e-06,Single and Sexually Active,Single and Sexually Active,352,16
1101,2.1397102867308814e-07,0.8987286959973794,0.0013505306978047445,0.08252867923703815,0.00017825618061268278,0.017200020039554214,1.1862201214882982e-10,6.426652577601917e-06,7.177105382576932e-06,Single and Sexually Active,Single and Sexually Active,352,17
1102,1.526043436950751e-07,0.8951060131628799,0.0010051468459104538,0.08577867172903804,0.00012481195401019133,0.017971941828703448,8.58392246337635e-11,7.879574640768285e-06,5.382214634254643e-06,Single and Sexually Active,Single and Sexually Active,352,18
1103,1.0880684024528399e-07,0.8912462648821988,0.000747880053442263,0.08913148069515364,8.736654271908466e-05,0.018773205654196875,6.209886576083098e-11,9.658242535395225e-06,4.03506081491797e-06,Single and Sexually Active,Single and Sexually Active,352,19
1104,2.8832056940738065e-06,0.00013022507663157831,0.8339250355633724,6.626733191495005e-05,0.15126977844252454,3.6692070498225015e-05,0.014380986828078295,0.00010793456229283394,8.01969189932672e-05,Single and is Parent,Single and is Parent,355,8
1105,2.6947726218685274e-06,0.00011464123784819476,0.8262240813096302,9.201340003036894e-05,0.15867059053759966,4.838951280841855e-05,0.014637903115510173,0.00013598901366594938,7.36971002851134e-05,Single and is Parent,Single and is Parent,355,9
1106,4.513369944413725e-05,0.00019572294890171722,0.90581835610294,1.360196247178795e-05,0.09302762423502256,4.1796211416178696e-05,0.0007281330202510105,7.307839933908318e-05,5.655342021355816e-05,Single and is Parent,Single and is Parent,355,10
1107,1.6228427180076358e-05,0.0002919062433268634,0.8555483830025818,0.0002329116163781844,0.1397139622015939,0.00025479476494060915,0.002834476494468725,0.0010655853945605346,4.175185496922849e-05,Single and is Parent,Single and is Parent,355,11
1108,9.530967110094771e-06,0.00021117743560672384,0.7844598389243979,0.00044205605656899403,0.20700468672761144,0.0002500115364985749,0.004857820663341793,0.002732907869096027,3.196981976855834e-05,Single and is Parent,Single and is Parent,355,12
1109,8.873429064667833e-06,0.00018518327843418416,0.7741935748630691,0.0006114162124452974,0.21628801613252052,0.00032843322973083125,0.004925379169194766,0.0034298591985086743,2.9264487032073304e-05,Single and is Parent,Single and is Parent,355,13
1110,1.3251623045477795e-05,0.00019917520060483662,0.8321665009153524,0.0006235899027715332,0.16125966571431635,0.0005844949131375843,0.0029894861353516426,0.0021314309652951985,3.2404630125018174e-05,Single and is Parent,Single and is Parent,355,14
1111,1.2370545659625926e-05,0.000175127679047995,0.8234824531473174,0.0008648164696820999,0.16894420759548961,0.0007698977490744247,0.0030392050848179085,0.0026821795303425596,2.974219856842529e-05,Single and is Parent,Single and is Parent,355,15
1112,1.0362649235507139e-05,0.00014063282544288946,0.7417628298927781,0.0009558305569635798,0.2436221591078626,0.00031298622284224337,0.0026263528897375443,0.010559726816427507,9.119038709966073e-06,Single and is Parent,Married is a Parent,355,16
1113,2.077235880202262e-05,0.000422253195116504,0.00011155895982967722,0.008577851867350805,0.0001435599614525392,0.0026624582601646103,0.9113814673305954,0.017683390625156448,0.05899668744153204,Married is a Parent,Married is a Parent,355,17
1114,1.9029761197354278e-05,0.00036435120735143643,0.00010833687806905727,0.011674308325538127,0.00014759737162484897,0.003441619563454876,0.9092669305356779,0.021837848721930554,0.05313997763515595,Married is a Parent,Married is a Parent,355,18
1115,1.738265531830935e-05,0.00031347487571451956,0.00010490191924366536,0.015842329198265406,0.0001513070527276333,0.004435863492501757,0.9045193396579048,0.026889914611320544,0.047725486537003314,Married is a Parent,Married is a Parent,355,19
1116,1.547515847164629e-05,0.923501456420467,0.01603949449711796,0.05843698503798898,0.00040058896672144596,0.0013229847559557784,0.0002491425368965466,1.4959273674680183e-05,1.8913352706056744e-05,Single and Sexually Active,Single and Sexually Active,359,8
1117,1.1521781417628954e-05,0.9322261159513798,0.007631588173088021,0.05169037907842563,0.0006910280791109153,0.007245579929761989,0.00046204496352422714,3.2258830376313305e-05,9.483212915509044e-06,Single and Sexually Active,Single and Sexually Active,359,9
1118,1.3830177247722043e-05,0.934678260449466,0.004051842366856877,0.05288885779661441,0.0003155349472537522,0.007828998569344615,0.00019103850455429628,2.763299982589266e-05,4.004188836457698e-06,Single and Sexually Active,Single and Sexually Active,359,10
1119,1.6565815341741152e-05,0.9351471908484441,0.0021466790198550385,0.054000230613198454,0.00014377262246580573,0.008441434041454112,7.881965593246628e-05,2.3620245510058207e-05,1.6871377981775449e-06,Single and Sexually Active,Single and Sexually Active,359,11
1120,1.98201877886112e-05,0.9345610666970494,0.0011360346069683443,0.05507276991428823,6.543570732306172e-05,0.00909151224700386,3.248314260020509e-05,2.016743470370126e-05,7.100622744311833e-07,Single and Sexually Active,Single and Sexually Active,359,12
1121,2.3699211360535988e-05,0.9333973766013118,0.0006008238881467623,0.05613185646601425,2.9763540308384533e-05,0.009785594270913694,1.3378663266929135e-05,1.7208701123975946e-05,2.986575536629081e-07,Single and Sexually Active,Single and Sexually Active,359,13
1122,2.8327230077681223e-05,0.9319005192713253,0.00031764857244291026,0.05719077455498623,1.3533136487320656e-05,0.010528884671260312,5.508222738202487e-06,1.4678768149187603e-05,1.2557253280777395e-07,Single and Sexually Active,Single and Sexually Active,359,14
1123,3.385132593413184e-05,0.9301947632091465,0.0001678989510976197,0.0582564356659799,6.1519627066413926e-06,0.011326060856442466,2.267313756783095e-06,1.2517929129195322e-05,5.278580674610212e-08,Single and Sexually Active,Single and Sexually Active,359,15
1124,4.0446152171693295e-05,0.9283423850434466,8.873174262324346e-05,0.059332383227768855,2.7961397854725927e-06,0.012181628917386292,9.331290396128872e-07,1.0673462257554714e-05,2.2185520663251947e-08,Single and Sexually Active,Single and Sexually Active,359,16
1125,4.831949764276142e-05,0.926373536966266,4.68871365276579e-05,0.06042036559211322,1.2707137689124615e-06,0.013100127194486189,3.8398606076214043e-07,9.099589918233163e-06,9.323216285533865e-09,Single and Sexually Active,Single and Sexually Active,359,17
1126,5.771878972444056e-05,0.9243016067766392,2.4772966578992483e-05,0.061521159340354285,5.774125236015484e-07,0.01408624590800118,1.5799335435780113e-07,7.756895301248436e-06,3.917522503211721e-09,Single and Sexually Active,Single and Sexually Active,359,18
1127,6.893875415578503e-05,0.9221311325570403,1.3087410722784137e-05,0.06263500007193942,2.623469814514219e-07,0.015144900630310707,6.500003482885892e-08,6.611582894950931e-06,1.6459197230943034e-09,Single and Sexually Active,Single and Sexually Active,359,19
1128,1.4386931818544825e-05,0.8300126322067146,0.04044565292599359,0.11106134233380627,0.008175318098138177,0.010206887922229122,1.7151637138971524e-09,2.9094835982872387e-05,5.4683030153097485e-05,Single and Sexually Active,Single and Sexually Active,369,8
1129,6.875416588069706e-06,0.9292296058250452,0.011028001714830015,0.04732526652233641,0.0019156473437995925,0.010432639495514068,6.315944413993372e-10,3.3871030486314185e-05,2.8092019805969322e-05,Single and Sexually Active,Single and Sexually Active,369,9
1130,7.460087775523277e-06,0.8393214922944673,0.02283883089664004,0.12231048060076621,0.004085824808225911,0.011359974560264049,9.155846213506551e-10,4.4586535281348065e-05,3.134930099489741e-05,Single and Sexually Active,Single and Sexually Active,369,10
1131,3.904258158529421e-06,0.9181476902613738,0.0076853630267827225,0.06994850059865555,0.0009218688542120061,0.0032190804553500403,3.43046822707991e-10,6.567624999134085e-05,7.915952429278114e-06,Single and Sexually Active,Single and Sexually Active,369,11
1132,2.523596416694328e-06,0.9288503686008022,0.0045999923421970665,0.0537652236371339,0.0006653274471019509,0.01204141366283051,2.421502487708859e-10,6.316367419547307e-05,1.1986797172024899e-05,Single and Sexually Active,Single and Sexually Active,369,12
1133,3.4793631782587773e-07,0.9122783211072055,0.000616217392072227,0.05906554233208351,7.96443928513043e-05,0.02730498532572182,1.7175162069838728e-11,0.0006543954223267457,5.460742459881966e-07,Single and Sexually Active,Single and Sexually Active,369,13
1134,4.605198622880759e-06,0.8008219502399808,0.006980014664679888,0.16398139018172975,0.004672737372807391,0.02268284139856607,4.567360182031943e-10,0.0008446709046240144,1.1789582253107797e-05,Single and Sexually Active,Single and Sexually Active,369,14
1135,3.2803374773847394e-06,0.7965995800625436,0.005188473796665582,0.17022652154244067,0.0032676926161618667,0.023671280195723877,3.3009884113718834e-10,0.0010343409635196312,8.830155368561509e-06,Single and Sexually Active,Single and Sexually Active,369,15
1136,2.3337545441322137e-06,0.7914266475952021,0.003852027790677699,0.17649254955059107,0.002282325130204485,0.024672464198667577,2.382808985677676e-10,0.0012650462560092513,6.605485822823343e-06,Single and Sexually Active,Single and Sexually Active,369,16
1137,1.6586610178453554e-06,0.7855016024739813,0.00285696556669033,0.18280637608278483,0.001592500722797924,0.02569029665213389,1.718305060585585e-10,0.0015456633068269081,4.93636193652149e-06,Single and Sexually Active,Single and Sexually Active,369,17
1138,1.1778640688425522e-06,0.7789660968402093,0.0021171697246122755,0.18918703739971374,0.0011102399190546749,0.02672765060504937,1.2380733733951418e-10,0.0018869416171108753,3.6859063735721486e-06,Single and Sexually Active,Single and Sexually Active,369,18
1139,8.358238340777439e-07,0.7719196183941793,0.0015677917889699601,0.19564711810403587,0.0007734568330907487,0.027786541396853395,8.914039202215415e-11,0.002301887373898805,2.7501959976165965e-06,Single and Sexually Active,Single and Sexually Active,369,19
1140,4.4807319933687605e-06,0.9217812170510848,0.02566231101458951,0.04033107740881823,0.004928513743916,0.004522825866677079,0.002520535538809781,1.174983648757207e-05,0.00023728880762362097,Single and Sexually Active,Single and Sexually Active,371,8
1141,5.447125588997215e-06,0.9360068708163883,0.0137988751462898,0.041793101424050565,0.002279176981483173,0.004949407765307137,0.0010554551918243971,1.019345820155037e-05,0.00010147209086605124,Single and Sexually Active,Single and Sexually Active,371,9
1142,6.568409383186199e-06,0.9427675443291123,0.007359799957002469,0.04295797311469166,0.0010454771185744451,0.005372432992428661,0.0004383905459659174,8.771738454971894e-06,4.304179438643687e-05,Single and Sexually Active,Single and Sexually Active,371,10
1143,7.887500396548261e-06,0.9456198201447112,0.003909081203298421,0.04397130143212933,0.0004775703671086457,0.005807311695060024,0.00018132968876574505,7.516854750232664e-06,1.8181113779807866e-05,Single and Sexually Active,Single and Sexually Active,371,11
1144,9.451084705070782e-06,0.9464367377704849,0.002071793443134163,0.044911539040565995,0.00021768238674468353,0.006263864373213959,7.484102598813498e-05,6.427613037423806e-06,7.66326212565112e-06,Single and Sexually Active,Single and Sexually Active,371,12
1145,1.1311836352158252e-05,0.9461844579199431,0.0010967999273462376,0.045820070440960606,9.911021229406632e-05,0.006748678689629197,3.085458756880537e-05,5.490001766528793e-06,3.226384139258482e-06,Single and Sexually Active,Cohabilitating,371,13
1146,1.1456180115853676e-06,0.09976511319119372,0.00013435425740244237,0.7301413854957407,5.589771190598065e-08,0.16904423843674968,0.0004580644393695987,0.00040642881657294616,4.9213847247530324e-05,Cohabilitating,Cohabilitating,371,14
1147,1.3345921946122284e-06,0.09707786336566988,6.922925866602568e-05,0.725040171485663,2.477116523672936e-08,0.17726951988495393,0.00018380777597821078,0.0003378816009722841,2.0167264736750908e-05,Cohabilitating,Cohabilitating,371,15
1148,1.5535999755985135e-06,0.09439382752437794,3.564591826532732e-05,0.7194474067849501,1.0969345593102597e-08,0.18575890460323394,7.370264272171834e-05,0.0002806896969864033,8.25826014341422e-06,Cohabilitating,Cohabilitating,371,16
1149,1.8074212738974435e-06,0.09172686327789777,1.8342540710731477e-05,0.7134533675127811,4.8545006224584375e-09,0.19453366690275525,2.953464801518762e-05,0.00023303328582260569,3.37955624279308e-06,Cohabilitating,Single and Sexually Active,371,17
1150,2.7633245531653028e-05,0.9398064095714346,4.5360068198532656e-05,0.0503716663456357,1.928570315066425e-06,0.009744112123004588,3.6547805321020504e-07,2.482148624622774e-06,4.244920205893679e-08,Single and Sexually Active,Single and Sexually Active,371,18
1151,3.302403914094055e-05,0.9381439001712892,2.397736718224657e-05,0.05131342095150482,8.76753341949933e-07,0.010482515538291786,1.5044860053955893e-07,2.1168855576724853e-06,1.7845090728427593e-08,Single and Sexually Active,Single and Sexually Active,371,19
1152,0.00041875077200030566,2.890286198106889e-06,0.391771710911048,0.00014641724461470737,0.6055904687334074,1.0125657735180783e-06,0.0020219391164918296,9.483958237649987e-06,3.732641222849999e-05,Cohabilitating and is Parent,Cohabilitating and is Parent,372,8
