"EMP_HOURS_1997.48","EMP_HOURS_1998.48","EMP_HOURS_1999.48","EMP_HOURS_2000.48","EMP_HOURS_2001.48","EMP_HOURS_2002.48","EMP_HOURS_2003.48","EMP_HOURS_2004.48","EMP_HOURS_2005.48","EMP_HOURS_2006.48","EMP_HOURS_2007.48","EMP_HOURS_2008.48","EMP_HOURS_2009.48","EMP_HOURS_2010.48","EMP_HOURS_2011.48","EMP_HOURS_2012.48","EMP_HOURS_2013.48","EMP_HOURS_2014.48","EMP_HOURS_2015.48","EMP_HOURS_2016.48","EMP_HOURS_2017.48","EMP_HOURS_2018.48","EMP_HOURS_2019.48","SCH_COLLEGE_STATUS_2012.12","SCH_COLLEGE_STATUS_2013.12","SCH_COLLEGE_STATUS_2014.12","SCH_COLLEGE_STATUS_2015.12","SCH_COLLEGE_STATUS_2016.12","SCH_COLLEGE_STATUS_2017.12","SCH_COLLEGE_STATUS_2018.12","SCH_COLLEGE_STATUS_2019.12","MAR_STATUS_1997.12","MAR_STATUS_1998.12","MAR_STATUS_1999.12","MAR_STATUS_2000.12","MAR_STATUS_2001.12","MAR_STATUS_2002.12","MAR_STATUS_2003.12","MAR_STATUS_2004.12","MAR_STATUS_2005.12","MAR_STATUS_2006.12","MAR_STATUS_2007.12","MAR_STATUS_2008.12","MAR_STATUS_2009.12","MAR_STATUS_2010.12","MAR_STATUS_2011.12","MAR_STATUS_2012.12","MAR_STATUS_2013.12","MAR_STATUS_2014.12","MAR_STATUS_2015.12","MAR_STATUS_2016.12","MAR_STATUS_2017.12","MAR_STATUS_2018.12","MAR_STATUS_2019.12","PUBID","YSAQ-299","YOUTH_NONR1INHH.01","YOUTH_PARENTGUAR.01","KEY!SEX","KEY!AGEDOL","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_SAMPLE_TYPE","YOUTH_SIBID01.01","YOUTH_SIBID02.01","YOUTH_SIBID03.01","YOUTH_SIBID04.01","KEY!RACE_ETHNICITY","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_BIO_CHILD_HH_U18","CV_BIO_CHILD_NR_U18"
-4,-4,-4,-4,20,20,24,20,8,40,40,40,40,40,45,45,45,-3,-3,-3,-3,45,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,-4,1,1,1,13,8,-4,-4,1,1809,1811,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,10,-4,-4,0,-4,6,-4,-4,0,-4,11,-4,-4,0,-4,6,-4,-4,0,7,-4,-4,0,7,-4,-4,0,7,-4,-4,0,7,-4,-4,0,7,-4,-4,0,-4,-4,-1,-4,-4,-1,-4,-4,-4,-4
-4,-4,-4,-4,15,-4,-4,-4,-4,15,42,40,45,30,20,20,60,55,-3,-3,-3,55,53,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,-4,1,1,1,12,8,-4,-4,1,1809,1810,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,10,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,0,11,-4,-4,0,11,-4,-4,0,7,-4,-4,0,7,-4,-4,0,7,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,-4,-4
-4,-4,-4,-4,15,45,35,25,-3,56,50,51,50,78,56,56,56,55,75,75,8,8,48,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1812,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,10,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,-4,-4,10,-4,-4,1,6,-4,-4,1,11,-4,-4,1,11,-4,-4,1,7,-4,-4,1,7,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,15,-4,40,65,40,10,15,10,10,10,10,20,20,10,10,10,10,10,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1813,0,0,1,1,15,8,-4,-4,1,1814,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,9,-4,-4,-4,0,9,-4,-4,-4,1,4,-4,-4,-4,0,4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,1,0,-4,1,0,1,0
-4,3,20,20,40,40,40,80,40,40,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1814,-4,0,1,2,13,8,-4,-4,1,1813,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,1,4,1,0,1,4,1,0,1,9,1,0,1,9,1,0,1,4,2,0,1,2,0,-4,2,0,-4,3,0,3,0
-4,-4,-4,-4,24,25,40,40,42,41,40,40,40,40,40,40,40,40,40,40,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1815,0,1,1,1,16,8,-4,-4,1,1816,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,0,6,1,0,1,6,1,0,1,6,2,0,1,6,2,0,1,6,2,0,1,3,0,-4,3,0,-4,3,0,3,0
-4,-4,-4,-4,20,22,40,40,45,45,40,40,40,40,48,48,48,40,-4,-4,45,45,48,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1816,0,1,1,1,16,8,-4,-4,1,1815,-4,-4,-4,2,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,-4,4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,22,-4,-4,16,52,-3,-3,50,50,50,40,45,45,50,65,-4,45,60,-4,50,58,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1817,-4,1,1,1,13,8,-4,-4,1,-4,-4,-4,-4,4,1,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,11,-4,-4,1,11,-4,-4,1,11,1,0,1,11,1,0,1,2,0,-4,2,0,-4,3,0,3,0
-4,-4,-4,20,-3,25,38,38,48,44,60,36,40,46,-3,-3,50,50,-3,-3,60,60,52,3,3,3,3,1,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,-3,1818,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,9,-4,-4,-4,-4,4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,1,-4,4,-4,-4,-1,4,-4,-4,1,4,-4,-4,-1,4,-4,-4,0,10,-4,-4,0,10,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
30,-4,30,41,20,25,60,30,30,25,40,25,55,55,35,35,35,40,40,40,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,2,2,2,2,2,2,2,1819,0,0,1,1,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,5,-4,-4,-4,-4,5,-4,-4,-4,1,5,-4,-4,-4,-4,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,-4,-4,-4,1,0,-4,2,0,2,0
-4,8,-4,35,-3,35,30,30,-4,-4,40,35,40,36,36,41,41,42,42,57,40,43,46,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1820,0,0,1,1,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,1,10,-4,-4,-4,0,4,-4,-4,-4,0,9,-4,-4,-4,1,4,-4,-4,10,-4,-4,-4,-4,4,-4,-4,-4,-4,6,-4,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
20,15,-3,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1821,0,0,1,2,16,8,-4,-4,1,1822,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
20,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1822,0,0,1,2,16,8,-4,-4,1,1821,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,22,-4,35,40,92,48,-4,-4,-3,-4,-4,37,-4,45,45,15,15,70,50,65,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,2,2,1823,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,1,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,-4,1,3,-4,-4,1,3,-4,-4,0,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,23,20,-4,15,35,40,40,35,50,50,50,45,-4,-4,-4,-4,-4,-4,-4,-4,12,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1824,0,1,1,2,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,-4,6,-4,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,1,0,1,6,1,0,1,6,2,0,1,2,0,-4,2,0,-4,2,0,2,0
-4,-4,-4,-4,-4,-4,-4,-4,15,10,50,52,50,50,50,50,50,50,40,40,40,40,40,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1825,-4,1,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,1,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,30,40,40,-4,-4,6,25,45,45,40,40,45,45,45,45,45,45,50,43,43,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,1826,0,1,1,1,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,0,11,-4,-4,-4,-4,6,1,0,1,7,1,0,1,7,2,0,1,7,2,0,1,7,2,0,0,7,2,0,0,2,0,-4,2,0,-4,2,0,2,0
-4,-4,25,25,40,40,-3,-3,42,55,65,50,50,45,50,50,50,50,50,70,70,50,45,1,1,1,1,1,1,1,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1827,0,1,1,1,14,8,-4,-4,1,1828,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,9,-4,-4,-4,1,4,-4,-4,-4,-4,5,-4,-4,5,1,0,-4,-4,5,1,0,-4,-4,5,1,0,-4,-4,5,2,0,1,5,2,0,1,5,3,0,1,5,3,0,1,5,3,0,1,5,3,0,1,3,0,-4,3,0,-4,3,0,3,0
-4,-4,-4,20,-4,-4,-4,-4,40,40,-4,52,-4,-4,-4,-4,-4,-4,85,60,60,60,60,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1828,-4,1,1,1,13,8,-4,-4,1,1827,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-5,-5,-5,-5,-5,-4,-4,2,-4,-4,2,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,1,4,-4,-4,1,-5,-5,-5,-5,4,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,20,30,23,17,-4,35,-4,45,45,45,40,42,41,41,16,16,16,-3,-3,50,40,1,1,1,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1829,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,1,10,1,0,-4,1,10,1,0,10,1,0,-4,1,10,1,0,-4,1,10,1,0,-4,0,6,1,0,1,6,1,0,1,6,1,0,1,6,1,0,1,6,1,0,1,6,1,0,1,1,0,-4,1,0,-4,1,0,0,0
-4,30,10,-4,-4,-4,65,53,-3,60,60,62,62,50,55,55,55,55,55,61,61,-3,-3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1830,1,0,1,1,16,8,-4,-4,1,-4,-4,-4,-4,4,-4,-1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,6,-4,-4,-4,1,6,-4,-4,-4,-4,6,-4,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,11,-4,-4,1,7,-4,-4,1,7,-4,-4,1,-4,-4,-4,-4,-4,-4,1,0,1,0
-4,-4,-4,16,8,-4,-4,-3,65,6,40,40,41,40,40,40,40,40,40,25,25,28,24,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,2,2,1831,-4,1,1,1,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,9,-4,-4,9,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0
-4,-4,-4,-4,-4,-4,-4,-4,10,25,-4,10,45,44,-4,44,44,45,45,45,45,45,45,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1832,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-4,-4,-4,-4,9,-4,-4,1,-4,4,-4,-4,1,-4,4,-4,-4,1,4,-4,-4,0,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,1,0,-4,1,0,-4,-5,-5,0,2
-4,-4,-4,16,21,59,36,20,74,58,42,36,15,19,30,30,30,20,-4,28,28,40,30,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,9,-4,-4,9,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,0,4,-4,-4,0,4,-4,-4,1,4,-4,-4,0,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,20,-4,20,55,37,34,40,40,40,32,25,30,30,30,30,35,30,-4,41,41,45,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,-4,1,1,1,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,8,-4,-4,0,-4,3,-4,-4,0,-4,3,-4,-4,0,-4,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,9,-4,-4,0,9,-4,-4,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
-4,20,20,8,-3,30,20,20,-3,45,45,45,-4,45,-3,-4,-4,-4,-4,-4,32,32,32,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1835,0,1,1,2,15,8,-4,-4,1,-4,-4,-4,-4,4,-5,-5,-5,-5,-5,-4,1,1,1,0,-4,1,1,2,0,-4,1,1,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,10,16,40,10,-4,34,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,45,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,1,1,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,4,-4,-4,10,-4,-4,-4,1,4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4
-4,9,7,8,-4,14,60,50,40,49,46,49,47,47,53,53,4,44,44,50,50,49,45,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1837,0,1,1,2,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,10,-4,-4,0,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,8,-4,-4,-4,-4,30,45,10,40,-4,-4,-4,35,12,12,-3,-3,60,-3,-3,-4,-4,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1838,0,0,1,1,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,1,4,-4,-4,1,10,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,0,-4,-4,-4,1,0,-4,1,0,1,0
20,10,52,60,30,49,40,41,41,82,40,43,41,40,40,40,40,40,-3,-3,-3,2,40,1,1,1,1,1,1,1,3,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1839,0,1,1,2,16,8,-4,-4,1,1840,1841,-4,-4,1,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,-4,4,-4,-4,-4,-4,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,4,2,0,1,4,2,0,1,3,0,-4,3,0,-4,3,0,3,0
32,27,40,40,38,40,42,42,41,40,10,41,41,41,41,41,41,42,2,42,2,42,7,1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1840,0,1,1,2,14,8,-4,-4,1,1839,1841,-4,-4,1,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,1,0,1,0
-4,-4,-4,10,-4,39,34,34,32,40,40,40,40,40,40,40,-4,4,4,-3,-3,-3,10,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1841,-4,1,1,2,12,8,-4,-4,1,1839,1840,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,4,-4,-4,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,16,9,-4,-4,-4,-4,-4,-4,-4,-4,6,6,16,56,-4,-4,-4,-4,40,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1842,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,8,-4,-4,8,-4,-4,-4,1,1,-4,-4,-4,-4,1,0,1,-4,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,8,0,1,1,1,0,1,1,0,1,-4,0,1,-4,-5,-5,1,1
-4,-4,60,40,36,-4,-4,-4,30,77,25,25,-3,60,40,80,40,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3,4,4,4,4,4,1843,1,1,1,1,14,8,-4,-4,1,1844,-4,-4,-4,4,-4,1,1,-4,-4,-4,0,1,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,-4,1,0,1,1,0,1,-4,-4,-3,0,1,-4,-4,-3,0,1,-4,-4,-3,0,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-3,0,1,-4,-5,-5,-5,-5,5,0,0,-1,0,0,-4,0,0,-4,2,0,2,0
