"EMP_HOURS_1997.48","EMP_HOURS_1998.48","EMP_HOURS_1999.48","EMP_HOURS_2000.48","EMP_HOURS_2001.48","EMP_HOURS_2002.48","EMP_HOURS_2003.48","EMP_HOURS_2004.48","EMP_HOURS_2005.48","EMP_HOURS_2006.48","EMP_HOURS_2007.48","EMP_HOURS_2008.48","EMP_HOURS_2009.48","EMP_HOURS_2010.48","EMP_HOURS_2011.48","EMP_HOURS_2012.48","EMP_HOURS_2013.48","EMP_HOURS_2014.48","EMP_HOURS_2015.48","EMP_HOURS_2016.48","EMP_HOURS_2017.48","EMP_HOURS_2018.48","EMP_HOURS_2019.48","SCH_COLLEGE_STATUS_2012.12","SCH_COLLEGE_STATUS_2013.12","SCH_COLLEGE_STATUS_2014.12","SCH_COLLEGE_STATUS_2015.12","SCH_COLLEGE_STATUS_2016.12","SCH_COLLEGE_STATUS_2017.12","SCH_COLLEGE_STATUS_2018.12","SCH_COLLEGE_STATUS_2019.12","MAR_STATUS_1997.12","MAR_STATUS_1998.12","MAR_STATUS_1999.12","MAR_STATUS_2000.12","MAR_STATUS_2001.12","MAR_STATUS_2002.12","MAR_STATUS_2003.12","MAR_STATUS_2004.12","MAR_STATUS_2005.12","MAR_STATUS_2006.12","MAR_STATUS_2007.12","MAR_STATUS_2008.12","MAR_STATUS_2009.12","MAR_STATUS_2010.12","MAR_STATUS_2011.12","MAR_STATUS_2012.12","MAR_STATUS_2013.12","MAR_STATUS_2014.12","MAR_STATUS_2015.12","MAR_STATUS_2016.12","MAR_STATUS_2017.12","MAR_STATUS_2018.12","MAR_STATUS_2019.12","PUBID","YSAQ-299","YOUTH_NONR1INHH.01","YOUTH_PARENTGUAR.01","KEY!SEX","KEY!AGEDOL","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_SAMPLE_TYPE","YOUTH_SIBID01.01","YOUTH_SIBID02.01","YOUTH_SIBID03.01","YOUTH_SIBID04.01","KEY!RACE_ETHNICITY","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_BIO_CHILD_HH_U18","CV_BIO_CHILD_NR_U18"
40,-4,8,13,60,12,41,63,35,35,35,35,37,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,1,1,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,3071,0,0,1,2,16,8,-4,-4,1,3072,-4,-4,-4,4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,4,-4,-4,6,-4,-4,0,-4,6,-4,-4,0,-4,6,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,20,20,15,-4,30,28,-3,32,36,27,32,24,-4,-3,-3,-3,40,40,40,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,-4,0,1,1,13,8,-4,-4,1,3071,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,0,10,-4,-4,-4,0,9,-4,-4,4,-4,-4,-4,0,4,-4,-4,-4,0,4,-4,-4,-4,0,9,-4,-4,0,9,-4,-4,0,9,-4,-4,0,10,-4,-4,0,10,-4,-4,1,6,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
20,20,32,-4,40,40,56,65,51,63,-4,-4,-4,-4,-4,18,15,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3073,1,1,1,2,16,8,-4,-4,1,3074,-4,-4,-4,4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,-4,4,-4,-4,10,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,1,6,1,0,1,6,1,0,1,6,2,0,0,6,2,0,1,6,2,0,1,3,0,-4,4,0,-4,4,0,5,0
-4,-4,18,20,23,31,33,-4,10,20,40,40,40,50,40,40,40,40,40,40,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3074,-4,1,1,1,13,8,-4,-4,1,3073,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,-4,11,-4,-4,-4,-4,11,-4,-4,1,6,-4,-4,1,7,-4,-4,1,7,1,0,1,7,1,0,1,7,2,0,1,2,0,-4,3,0,-4,3,0,3,0
-4,-4,-4,-4,77,-4,-4,-4,54,100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3075,0,1,1,1,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,9,-4,-4,-4,1,4,-4,-4,-4,1,4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-1,4,-4,-4,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,22,-4,20,20,30,40,40,40,50,50,40,40,40,45,45,40,40,50,50,4,4,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3076,0,1,1,1,14,8,-4,-4,1,-4,-4,-4,-4,2,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,9,-4,-4,-4,0,9,-4,-4,0,-4,10,-4,-4,10,-4,-4,-4,-4,10,1,0,-4,-4,11,1,0,-4,-4,11,1,0,1,6,2,0,1,6,2,0,1,11,2,0,1,11,2,0,1,11,2,0,1,3,0,-4,4,0,-4,4,0,4,0
-4,-4,-4,15,20,39,-3,20,40,40,40,40,40,50,45,45,45,45,50,50,50,50,50,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,2,2,2,2,2,2,2,3077,-4,1,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,-4,9,-4,-4,9,-4,-4,-4,1,9,-4,-4,-4,-4,10,-4,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,6,-4,-4,1,-4,-4,-4,1,0,-4,1,0,2,0
-4,-4,-4,-4,-4,5,40,-4,14,-4,-4,-4,-4,42,72,72,40,40,40,40,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,-4,0,1,2,13,8,-4,-4,1,-4,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,0,8,-4,-4,-4,1,3,-4,-4,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,4,-4,-4,1,9,-4,-4,1,9,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,1,0,-4,1,0,-4,1,0,1,0
30,25,-3,79,-3,-3,50,40,40,40,37,45,50,50,50,50,40,40,38,38,38,38,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3079,0,0,1,2,14,8,-4,-4,1,3080,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-1,6,-4,-4,-4,-4,11,-4,-4,-4,-4,11,-4,-4,1,7,-4,-4,1,11,-4,-4,1,11,-4,-4,1,7,1,0,1,7,1,0,1,2,0,-4,2,0,-4,2,0,2,0
-4,25,-3,22,41,40,30,18,26,36,44,-4,50,40,40,40,40,35,35,-4,-4,40,37,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,3080,-4,0,1,1,13,8,-4,-4,1,3079,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,-4,9,-4,-4,9,-4,-4,1,-4,9,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,1,5,-4,-4,0,10,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,-4,-4,-4,1,0,-4,-5,-5,2,0
-4,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3081,0,1,1,2,16,8,-4,-4,1,-4,-4,-4,-4,4,-5,-5,-5,-5,-5,-4,1,9,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,33,30,30,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3082,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-3,-4,-4,-4,15,15,55,55,35,25,-4,35,85,-3,18,18,18,18,18,18,18,18,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3083,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-5,-5,-5,-5,-5,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-4,-4,-4,-4,-5,-5,-5,-5,-5,4,-4,-4,1,4,-4,-4,-1,-5,-5,-5,-5,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
15,-4,-4,-4,-4,-4,5,-4,-4,-4,30,28,30,40,40,40,40,40,40,45,45,45,45,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3084,0,1,1,1,16,8,-4,-4,1,3085,-4,-4,-4,4,-5,-5,-5,-5,-5,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,11,-4,-4,-4,-4,11,-4,-4,-4,-4,11,-4,-4,-4,1,11,-4,-4,1,7,-4,-4,1,7,-4,-4,1,7,-4,-4,1,7,1,0,1,7,1,0,1,2,0,-4,2,0,-4,3,0,3,0
-4,-4,20,-4,15,15,-4,35,15,40,30,10,35,-4,-4,-4,-4,-3,-3,-4,-4,-4,-4,4,4,1,1,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-4,-4,-4,-4,3085,-4,1,1,2,13,8,-4,-4,1,3084,-4,-4,-4,4,-5,-5,-5,-5,-5,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-1,-4,6,-4,-4,1,-4,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,11,-4,-4,1,11,-4,-4,1,-4,-4,-4,1,0,-4,-5,-5,-5,-5
-4,-4,-4,20,23,-4,40,24,24,20,45,41,41,-4,40,40,40,42,42,-3,42,42,45,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3086,-4,0,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,-4,9,-4,-4,4,-4,-4,1,-4,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,1,0,1,4,1,0,1,1,0,-4,1,0,-4,1,0,1,0
-4,25,25,5,-4,15,20,25,10,43,42,40,42,42,40,40,40,40,48,48,48,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3087,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,1,0,1,1,0,-4,2,0,-4,2,0,2,0
30,30,30,35,35,15,57,65,-4,40,40,41,40,40,40,40,40,-4,40,41,42,42,42,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3088,0,1,1,1,14,8,-4,-4,1,-4,-4,-4,-4,4,-5,-5,-5,-5,-5,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,10,-4,-4,10,-4,-4,0,-4,5,-4,-4,1,-4,5,-4,-4,-4,-4,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,1,0,1,5,1,0,1,1,0,-4,1,0,-4,1,0,1,0
39,-4,-4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3089,1,1,1,1,16,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,-4,1,6,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,-5,-5,-5,-5,-5,6,-4,-4,1,6,-4,-4,1,6,1,0,1,11,1,0,1,11,2,0,1,6,2,0,-1,2,0,-4,2,0,-4,3,0,4,0
10,-4,-4,72,30,-4,50,60,40,55,60,55,60,60,-3,-3,-3,-3,-3,50,50,50,50,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3090,1,0,1,1,16,8,-4,-4,1,3091,-4,-4,-4,4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,1,4,-4,-4,0,4,-4,-4,1,4,1,0,1,4,1,0,1,4,1,0,1,-5,-5,-5,1,0,-4,-5,-5,1,0
-4,-4,-4,15,15,17,-4,40,40,15,70,40,-4,-4,-4,-4,-4,-4,60,60,60,50,50,1,1,1,3,1,1,1,1,-4,0,0,0,0,0,0,1,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,3091,-4,1,1,1,12,8,-4,-4,1,3090,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,-4,8,-4,-4,10,-4,-4,1,-4,9,-4,-4,-4,-4,10,-4,-4,-4,-4,10,-4,-4,1,5,1,0,1,5,1,0,1,5,0,1,1,5,0,1,1,5,0,1,1,0,1,-4,0,1,-4,0,1,1,1
-4,-4,20,25,41,41,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3092,0,1,1,1,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
22,20,35,45,36,-4,40,52,40,40,50,50,45,40,40,40,40,45,42,42,42,40,42,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3093,0,1,1,2,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,10,-4,-4,-4,1,4,-4,-4,-4,0,9,-4,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,8,-4,40,26,44,50,45,45,40,40,50,70,70,50,53,53,50,-3,-3,-3,47,47,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,4,4,4,4,3094,0,0,1,1,16,8,-4,-4,1,3095,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,1,4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,1,4,-4,-4,1,4,0,1,1,4,1,0,1,4,1,0,1,4,2,0,1,2,0,-4,2,0,-4,2,0,2,0
-4,-4,-4,-4,-4,5,40,40,48,30,45,40,40,45,40,40,40,30,30,40,40,40,53,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3095,0,0,1,1,14,8,-4,-4,1,3094,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,3,-4,-4,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,1,3,-4,-4,1,3,-4,-4,0,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
12,22,-3,25,35,40,40,40,4,15,15,42,35,50,75,20,20,8,60,-4,-4,-4,-4,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3096,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,-4,4,-4,-4,4,1,0,-4,1,4,1,0,-4,1,9,1,0,-4,1,9,1,0,1,9,1,0,1,10,1,0,1,9,1,0,1,4,1,0,1,4,1,0,1,1,0,-4,1,0,-4,2,0,2,0
20,30,30,22,30,35,40,40,51,40,55,55,50,56,60,60,60,42,42,40,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3097,0,1,1,1,15,8,-4,-4,1,3098,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,1,0,-4,-4,3,2,0,-4,-4,3,2,0,-4,-4,3,2,0,1,3,2,0,1,3,3,0,-1,3,3,0,1,3,4,0,1,3,4,0,1,5,0,-4,6,0,-4,6,0,7,0
-4,-4,20,45,40,20,35,60,45,90,65,40,8,40,40,40,40,40,40,40,40,40,40,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,4,4,2,2,2,2,2,3098,-4,1,1,1,12,8,-4,-4,1,3097,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-5,-5,-5,-5,-5,-4,1,8,-4,-4,-4,-4,-3,-4,-4,-3,-4,-4,-4,1,-3,-4,-4,-4,1,-3,-4,-4,-4,-4,-3,-4,-4,1,-3,-4,-4,1,-3,-4,-4,1,-3,-4,-4,1,-3,1,0,1,-3,1,0,1,0,1,-4,2,0,-4,2,1,2,1
-4,4,27,21,13,20,-4,12,20,42,50,50,45,50,50,50,50,55,55,60,60,55,55,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3099,0,1,1,2,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,3,-4,-4,0,-4,9,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,11,-4,-4,0,-4,7,-4,-4,1,7,-4,-4,1,7,-4,-4,1,7,-4,-4,1,7,-4,-4,1,7,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,40,-4,-4,-4,-3,-4,15,-4,20,20,20,40,40,40,20,32,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,2,2,2,2,2,3100,1,0,1,2,14,8,-4,-4,1,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,1,3,-4,-4,-2,3,-4,-4,0,1,0,-4,1,0,-4,2,0,2,0
-4,24,-4,-4,22,-4,70,70,85,-4,55,-4,-4,40,-4,-4,65,20,20,60,60,50,50,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,4,4,2,4,4,4,4,4,4,3101,0,1,1,1,14,8,-4,-4,1,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-5,-5,-5,-5,-5,-4,1,8,-4,-4,-4,1,8,-4,-4,3,0,1,-4,1,3,0,1,-4,1,3,1,1,-4,-4,3,1,1,1,3,2,1,1,3,0,2,1,3,0,2,1,3,0,2,1,3,0,2,1,2,1,-4,0,4,-4,0,4,0,4
-4,-4,40,45,-4,-4,-4,40,-4,40,45,36,-4,-4,36,36,40,40,35,-4,76,38,38,1,2,2,1,1,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3102,1,0,1,1,15,8,-4,-4,1,3103,-4,-4,-4,1,-4,1,1,-4,-4,-4,0,2,-4,-4,-4,1,2,-4,-4,-4,1,2,-4,-4,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,2,-4,-4,-4,-4,2,-4,-4,-4,1,2,-4,-4,1,2,-4,-4,0,2,-4,-4,0,2,-4,-4,1,2,-4,-4,1,2,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,12,34,45,40,40,-4,20,13,37,-4,-4,80,44,48,48,-3,-3,40,-4,40,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3103,-4,0,1,1,12,8,-4,-4,1,3102,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,1,3,-4,-4,0,3,-4,-4,1,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,60,-4,-4,-4,-4,-3,-3,-4,-4,37,40,-4,50,50,50,80,40,40,40,50,50,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3104,1,0,1,1,16,1,-4,-4,1,-4,-4,-4,-4,1,-4,1,1,-4,-4,-4,1,1,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,0,1,1,3,1,1,-5,-5,-5,-5,1,3,1,1,1,4,0,1,-5,-5,-5,-5,4,0,-4,4,0,-4,3,1,2,0
